"genos","g","g.1","g.2","g.3","g.4","g.5","g.6","g.7","g.8","g.9","g.10","g.11","g.12","g.13","g.14","g.15","g.16","g.17","g.18","g.19","g.20","g.21","g.22","g.23","g.24","g.25","g.26","g.27","g.28","g.29","g.30","g.31","g.32","g.33","g.34","g.35","g.36","g.37","g.38","g.39","g.40","g.41","g.42","g.43","g.44","g.45","g.46","g.47","g.48","g.49","g.50","g.51","g.52","g.53","g.54","g.55","g.56","g.57","g.58","g.59","g.60","g.61","g.62","g.63","g.64","g.65","g.66","g.67","g.68","g.69","g.70","g.71","g.72","g.73","g.74","g.75","g.76","g.77","g.78","g.79","g.80","g.81","g.82","g.83","g.84","g.85","g.86","g.87","g.88","g.89","g.90","g.91","g.92","g.93","g.94","g.95","g.96","g.97","g.98","g.99","g.100","g.101","g.102","g.103","g.104","g.105","g.106","g.107","g.108","g.109","g.110","g.111","g.112","g.113","g.114","g.115","g.116","g.117","g.118","g.119","g.120","g.121","g.122","g.123","g.124","g.125","g.126","g.127","g.128","g.129","g.130","g.131","g.132","g.133","g.134","g.135","g.136","g.137","g.138","g.139","g.140","g.141","g.142","g.143","g.144","g.145","g.146","g.147","g.148"
"g.21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.853708343932236,0.853708343932236,0.481224702641039,0.497437953860487,0.338830969252763,0.248847237714418,0.257664561153311,0.2459803284954,0.0225305057209281,0.00379314223519226,0.139738784230241,0.301850608143214,0.323765323153284,0.00592037454091096,0.056883200162468,0.000290636491237766,0.0181867129126754,0.056743384463389,0.056743384463389,0.0126805016182231,0.0126805016182231,0.0147671557915748,0.0410262538825547,0.00338859696551363,0.0169138969285382,0.070739756459719,0.00921186503857184,0.00921186503857184,0.0024987701987725,0.000334946250174102,0.0431071106909509,0.0200902488800283,0.00294056118510808,0.00561257617470664,0.00535219072801018,0.00535219072801018,2.64618570601447e-05,2.64618570601447e-05,0.00275657908810668,0.00211583506002391,0.0136546361971502,0.0202225058814327,9.17867569073735e-06,0.0106582080660325,1.94237797836249e-05,0.000924576247831981,0.00469033021853724,0.0050545177760655,0.00294264392630095,0.00294264392630095,0.0088282275527396,0.000865614901258751,0.000824587167634523,0.00970447562119234,0.0310473850194875,0.0165395954631929,0.0165395954631929,0.0165395954631929,0.0165395954631929,0.00776534386532126,0.0109511199503738,0.00831456719106544,0.0157811392666983,0.0157811392666983,0.0157811392666983,0.00207393628762563,0.023159521414102,8.79835371422494e-06,0.0177738327681948,0.00414885593112332,0.00414163565256591,0.0146350544715009,0.000128067621489515,0.000128067621489515,0.0886059603741108,0.0780636242340687,0.0368715941451238,0.00219172524456731,0.00674652471216318,0.0305908088177747,0.0349489581770461,0.0586059715707328,0.0130136196255494,0.0015346034828519,0.0145787179944078,0.000886617916692745,3.56787242969806e-05,0.00972139678166435,0.00223495780915856,0.00283099103385991,6.44000379226072e-06,0.00477980558564704,0.00463661477734417,0.00263654319347597,0.00246242315740401,0.000397583676022301,0.00792536284260911,0.0278396293499775,0.0184971052681942,0.00248734798329416,0.0036005814789742,0.0399874238175696,6.5515791662916e-05,0.00526380747588131,0.00548849497929226,0.000406316809358442,0.0319161597145337,0.003936353239376,0.00489347122257193,0.00810989741139356,0.0230642316476026,0.022070391685622,0.0446544048539117,0.0246795008277368,0.0112571310100717,0.0112571310100717,0.0240604529365896,0.0240604529365896,0.00478239231490382,0.056684920632975,0.0367153294657795,0.0367153294657795,0.0367153294657795,0.0832608240596681,0.00631313013688736,0.000394860783246635,0.00694555533375043
"g.22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999434435685698,0.411026596755573,0.344982739694738,0.322437721565628,0.270177076259539,0.281795862431344,0.263373776246614,0.0596043695721527,0.0102810857117384,0.0827851987149294,0.298370149096646,0.323563577607301,0.00206921010558468,0.018498805394732,4.41948786255896e-05,0.0019982815904561,0.01990784014733,0.01990784014733,0.0247196908322646,0.0247196908322646,0.025649354736322,0.112363509760899,0.0154878791868799,0.0177460061327801,0.0580009222473536,0.000269282040008487,0.000269282040008487,0.0346475970061269,0.0512284117638131,0.051732522623842,0.068308687423506,0.0202463187501154,0.00373846029844908,0.00435031148728298,0.00435031148728298,0.00198727599420311,0.00198727599420311,0.0314942492039673,0.00117994662957952,7.30915649458289e-05,0.00360237703362535,0.00425289199244004,0.00982708672209617,0.00265383225571364,0.0018882549154,0.0164034689464153,0.0023666824410813,0.0136713323074674,0.0136713323074674,0.00326192831631875,0.00260326955511034,0.0114999651292733,0.0190505568655998,0.00229262381113923,0.00350241721016974,0.00350241721016974,0.00350241721016974,0.00350241721016974,0.00221593960249749,0.0633609408970532,0.00149222444343769,0.000953451812064327,0.000953451812064327,0.000953451812064327,0.00565873501604126,0.0152227350543726,0.00714369675941201,0.0128142333899343,0.00662079620072521,0.00943617860336021,0.00920179830046942,0.000725411506099539,0.000725411506099539,0.0774816690699646,0.00075848065493801,0.00791470011153115,0.00148521787625333,0.0279905150281823,0.0214576500680494,0.00216843526001198,0.026156469834877,8.31898547015065e-05,8.90751343627353e-05,0.00412150015998402,0.00695351329231394,0.00185417543294231,0.00171238843100507,0.000320560727182953,0.0222070937881698,3.54186693606028e-05,0.0039863605654982,0.00705809078084044,0.000794429824459079,0.00371624763216135,0.0765401206057583,0.0464310869344889,0.00970708012943237,0.00437602422303405,0.0138671213830855,0.0110116248451781,0.0468295964160041,0.00443401002385587,0.00566084607649082,0.00198498324543123,3.41803180216728e-06,0.0373892117283096,0.00176117986974544,0.00208618180926618,0.00686095238060586,0.00173127720077432,0.0111518108978275,0.0143760050321665,0.00257814184726518,0.000533891725422367,0.000533891725422367,0.00407714861788413,0.00407714861788413,0.00329886757364623,0.024014382192186,0.0119993107117651,0.0119993107117651,0.0119993107117651,0.046326662316824,0.000436231987732455,0.00264951369376863,1.37115058810206e-05
"g.23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.411026596755573,0.344982739694738,0.322437721565628,0.270177076259539,0.281795862431344,0.263373776246614,0.0596043695721527,0.0102810857117384,0.0827851987149294,0.298370149096646,0.323563577607301,0.00206921010558468,0.018498805394732,4.41948786255896e-05,0.0019982815904561,0.01990784014733,0.01990784014733,0.0247196908322646,0.0247196908322646,0.025649354736322,0.112363509760899,0.0154878791868799,0.0177460061327801,0.0580009222473536,0.000269282040008487,0.000269282040008487,0.0346475970061269,0.0512284117638131,0.051732522623842,0.068308687423506,0.0202463187501154,0.00373846029844908,0.00435031148728298,0.00435031148728298,0.00198727599420311,0.00198727599420311,0.0314942492039673,0.00117994662957952,7.30915649458289e-05,0.00360237703362535,0.00425289199244004,0.00982708672209617,0.00265383225571364,0.0018882549154,0.0164034689464153,0.0023666824410813,0.0136713323074674,0.0136713323074674,0.00326192831631875,0.00260326955511034,0.0114999651292733,0.0190505568655998,0.00229262381113923,0.00350241721016974,0.00350241721016974,0.00350241721016974,0.00350241721016974,0.00221593960249749,0.0633609408970532,0.00149222444343769,0.000953451812064327,0.000953451812064327,0.000953451812064327,0.00565873501604126,0.0152227350543726,0.00714369675941201,0.0128142333899343,0.00662079620072521,0.00943617860336021,0.00920179830046942,0.000725411506099539,0.000725411506099539,0.0774816690699646,0.00075848065493801,0.00791470011153115,0.00148521787625333,0.0279905150281823,0.0214576500680494,0.00216843526001198,0.026156469834877,8.31898547015065e-05,8.90751343627353e-05,0.00412150015998402,0.00695351329231394,0.00185417543294231,0.00171238843100507,0.000320560727182953,0.0222070937881698,3.54186693606028e-05,0.0039863605654982,0.00705809078084044,0.000794429824459079,0.00371624763216135,0.0765401206057583,0.0464310869344889,0.00970708012943237,0.00437602422303405,0.0138671213830855,0.0110116248451781,0.0468295964160041,0.00443401002385587,0.00566084607649082,0.00198498324543123,3.41803180216728e-06,0.0373892117283096,0.00176117986974544,0.00208618180926618,0.00686095238060586,0.00173127720077432,0.0111518108978275,0.0143760050321665,0.00257814184726518,0.000533891725422367,0.000533891725422367,0.00407714861788413,0.00407714861788413,0.00329886757364623,0.024014382192186,0.0119993107117651,0.0119993107117651,0.0119993107117651,0.046326662316824,0.000436231987732455,0.00264951369376863,1.37115058810206e-05
"g.24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.761005934361389,0.938515226788305,0.579400099442687,0.592513834713571,0.572990993974625,0.00409971355757217,0.000896997712892432,0.572772370835484,0.542325234093066,0.537633895170564,0.12079734828321,0.016454642706732,0.000387261452055367,1.89795932675672e-05,0.169256569491403,0.169256569491403,0.0265665701983135,0.0265665701983135,0.0331687250126988,0.0435771597806264,0.0193141368553857,0.0107649680950854,0.207478857183239,0.0188697621738205,0.0188697621738205,0.00350842200750349,0.000147267908749496,0.00570145435708701,0.0482428918740983,0.00189867335663991,0.0182344166460827,0.0184576827966382,0.0184576827966382,0.0101205375301433,0.0101205375301433,0.0210492040102248,0.0279564616302229,0.0237575661193269,0.0453014313938215,0.00770868993281586,0.0173925142398041,0.00539862518457308,0.00118802099931294,0.00991809988795881,0.0173251320414583,6.69170134178231e-05,6.69170134178231e-05,0.0146607033479614,0.00671527550372747,0.0104433199525509,7.85927295051809e-06,0.0295378313389151,0.0231743509684733,0.0231743509684733,0.0231743509684733,0.0231743509684733,0.00173956826723696,0.0226762044049129,0.0167148819255755,0.00262075175654787,0.00262075175654787,0.00262075175654787,0.0139992045414249,0.000122948330626885,0.00119405900239329,0.00284192173005067,0.00234258270421621,0.00386195033653756,0.00661681204292783,2.10326723011131e-06,2.10326723011131e-06,0.0841724269143681,0.0308825200161906,0.115928690202402,0.00174603035824693,0.00120804526795393,0.0552485389098872,0.0875650824836881,0.118341318508793,0.0797655995829961,0.00566725937729508,0.0239420863923128,0.0309119364763769,0.016635886642216,0.0284084321776463,0.0117057128722595,0.00884091272845201,0.0132362055899265,0.000791404021555072,0.00287411058532651,0.00512833675440554,0.0515378033199628,0.000170078011683144,0.0199109782687374,0.00511905065618773,0.0248032295709326,0.0217653710287107,0.0042668843512971,0.0192124871535038,0.0197793135522844,0.0280609397719687,0.0243834749411013,0.0206654924193059,0.0152983665081537,0.0174283299017688,0.000449694624899455,4.00613670545682e-05,0.000562092653389079,0.0224530002867192,0.0161977591228063,0.0245432196106608,0.00323585960855425,0.00323585960855425,0.00330655662057274,0.00330655662057274,0.0392138388783792,0.0414165165897749,0.00708355394018844,0.00708355394018844,0.00708355394018844,0.0169783483144003,1.04438521008957e-05,0.000162240943247903,0.000519613138641408
"g.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.970137953566803,0.684548036249908,0.72710997648767,0.742222069890917,0.0119141841675031,0.0258093043815504,0.515371712566651,0.461389258987518,0.47039968656928,0.0776939363108593,0.0319670450859263,0.0219351576964491,0.0124424876700209,0.106620545622938,0.106620545622938,0.000785908388801847,0.000785908388801847,0.0108188397867562,0.0815584933797752,0.0199681734598851,0.0557950275998227,0.143304164456292,0.0012757651411692,0.0012757651411692,0.0278002911200769,0.0182713717444319,0.0258089659174241,0.0373017020528808,5.72142423416394e-05,0.000459082402037773,0.00164697972225469,0.00164697972225469,0.0111400859041177,0.0111400859041177,0.00379084058085267,0.00108694590180406,0.00463375912724711,5.43327629082283e-05,0.00219694057196755,0.0051572910254061,5.80171386450728e-05,0.0115909194375779,0.00222905634799169,0.000644509718312316,0.0169830898443994,0.0169830898443994,0.00812936769808988,0.000317906988488038,0.00021834370464742,0.00843172847574931,0.0305391050452282,0.0239596575820182,0.0239596575820182,0.0239596575820182,0.0239596575820182,0.00593021567825645,0.0234445711253163,0.0172834589040071,0.000696536352184242,0.000696536352184242,0.000696536352184242,0.00193531029158044,0.00825678163829859,0.000629557901945604,0.01281922281801,0.00785704805449152,0.0133423719710993,0.00131292864326456,0.0352947598034751,0.0352947598034751,0.0480559376320178,0.0321871861575388,0.0280510778885033,0.00346698688518062,0.0529864038203139,0.0232065523794954,0.0539293541032842,0.16961480562997,0.0816414497992096,3.42738542147161e-05,0.00923474486572953,0.016474354842484,0.00171100585935309,0.00693929172157249,0.000950867302952907,0.00250498595013773,0.000576117212124957,7.42784621048555e-06,0.00412023118775199,0.000311424884167995,0.0167110013175173,0.00557413070821948,0.00189925142837691,0.00177958842057681,0.0256439275350109,0.0225027640778602,0.00437494600634414,0.019863067063046,0.0204491689285028,0.0290121497929661,0.0252098988103856,3.08548274608405e-05,0.0158187589968875,0.0177054214688465,0.00024667949145169,0.0221038935648058,0.000322786456276033,1.59810594505059e-05,0.000362647266535233,0.0253750757266876,4.9500200097683e-05,4.9500200097683e-05,0.00705505602891388,0.00705505602891388,0.000347545721498843,0.00610480959417767,0.00795038606722934,0.00795038606722934,0.00795038606722934,0.0725401176959496,0.00300663305150581,0.00415992667824397,0.0141479268085195
"g.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.745082441254389,0.792199675711761,0.813429775125763,0.0233558845054487,0.00910658101797666,0.527745777590999,0.638520301847174,0.419504177708379,0.0693513821164692,0.000671072054363274,0.0027351024840531,0.00440829075432872,0.180176549746017,0.180176549746017,0.000669933318896998,0.000669933318896998,0.000567341927134773,0.023565883457888,0.0205717444645749,0.0574796992068579,0.0159093782767735,0.0285005425800738,0.0285005425800738,0.0324980365549528,0.00488683654495329,0.00284873897865161,0.0372207620778289,0.00171065298297423,0.0194270889189952,0.0010638562403705,0.0010638562403705,0.011773948943578,0.011773948943578,0.00182944732040282,0.00211567798585178,0.00421290159744119,0.00231551424017008,2.08649009142683e-05,0.00270710974638017,0.0634505070611081,0.0207346823696721,0.00403392165377828,0.014368303511601,0.00126580350543482,0.00126580350543482,0.000108134804058439,0.000906648100924577,0.00078249572176534,0.0016083361516151,0.00904298681039645,0.024684369848765,0.024684369848765,0.024684369848765,0.024684369848765,0.00300343812696632,0.0241536505745207,0.0178081648424121,0.000579540108454338,0.000579540108454338,0.000579540108454338,0.0193287108246345,0.0178278676714473,0.0170824999290745,0.000899295594964489,0.0071002185493224,0.00447567377499467,0.000328832873167401,0.0512755670141788,0.0512755670141788,0.0111736737607658,0.00491120928296049,0.00347830680542206,0.0604162630476113,0.0157441575794213,0.00546647083402975,0.00221773349410307,0.0290685948241439,0.00226117420813094,0.037419364732635,0.000859600779546314,0.00403048999771874,0.00525986818868727,8.5199841359234e-05,0.00156850600686037,0.0119351213673693,0.0152327912170315,0.00874694124601402,0.00783938262582861,0.0137106156006716,0.0174843800270955,0.000437165561996972,0.000982024256229474,0.0185388439028,0.00132842084633021,0.0299221055136891,0.0199778036797365,0.073338434228926,0.0252470486851335,0.00888134874760087,0.095426960640471,0.0559746581244274,0.016298998330343,0.184779323139953,0.0961817154447609,0.00286885792288638,0.0150747405095588,0.0420690446216369,0.0228572333995475,0.0261427457549225,0.022504816551907,0.022504816551907,0.00610292543927824,0.00610292543927824,0.0166705056795401,0.133879505965068,0.000320336729455739,0.000320336729455739,0.000320336729455739,0.0656396000587363,0.0809970812114573,0.0236628351014559,0.0149006253931045
"g.27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.940025779626442,0.915475393184525,6.42804553174441e-05,0.000117481700846025,0.423695444414747,0.528803288394727,0.324399086054975,0.0874958195289622,0.000220431025637344,0.000607041102912618,0.0105987062203465,0.117835913769917,0.117835913769917,0.00356959977420696,0.00356959977420696,0.0265839973039824,0.054474875542194,0.0153228175128679,0.0428295512149458,0.0459966377690479,9.97365433484806e-07,9.97365433484806e-07,0.0825016492633653,0.0104263921602344,0.052730742493079,0.0304444417848771,0.0363150017990826,0.01444920387045,0.0116187853538585,0.0116187853538585,0.000262878544792918,0.000262878544792918,0.00099154339438754,0.000647773447740659,0.00395202349269195,0.00850616103879331,0.00395452417122947,0.00098622061648822,0.000660463270441025,0.00516661841213663,0.009317087555502,0.000843952362290326,0.000285302278409695,0.000285302278409695,0.000198006234186718,0.000728928791521633,0.00849180337983698,0.00864942964426227,0.00756123613487198,0.0183819465859286,0.0183819465859286,0.0183819465859286,0.0183819465859286,0.00174745480447715,0.0179871769697338,0.0132451035479123,0.000779349618749171,0.000779349618749171,0.000779349618749171,0.00686555013976845,0.00757997013263458,0.0107841027632797,0.0264278925953432,0.00267473199364675,0.0301497637023917,0.0112917645760439,0.07888660898458,0.07888660898458,0.0152165678963464,0.01561408149324,0.0164016560264258,0.000736033879945003,0.000590815750342862,0.017008160282899,0.0207591704545057,0.0423707090456548,0.0403633603619892,0.00144306871418754,0.0224208587290518,0.0177788782677005,0.00311110793010295,0.00271122539862703,0.00578808530961993,0.00977959010948379,0.000775355996992459,0.000303791115086005,0.00308899757947153,0.000737757383855002,0.0298294905103605,2.04798471922752e-05,0.0197321982110341,0.00106056886312768,0.00353757095437074,0.00342101479215955,0.000504643758791983,0.000241445290841091,0.00125287945002264,0.00520474622227101,0.000629611707500363,0.00554034819257748,0.0121226371455465,2.99311024584366e-05,0.00715765157993559,0.0169596627616363,0.000205608508445725,0.00444462366999272,0.00542413598524105,0.0194667434755093,0.00212291614106837,0.00212291614106837,0.0275031259893187,0.0275031259893187,0.00293268581592797,0.0189766641129371,0.00301216029800272,0.00301216029800272,0.00301216029800272,0.0340091461913078,0.00136238181722384,0.0176220893948633,0.00504118206825155
"g.28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96847193120734,0.000152177703612671,0.00245842029922557,0.435900862563617,0.565132200683182,0.343799252956066,0.0662850963795898,0.006132483318361,0.000934907359425,0.00565064088235848,0.200381629190695,0.200381629190695,0.00352625806300535,0.00352625806300535,0.00949291750025158,0.0660156123296535,0.0162879709616125,0.045522937098694,0.0596587429065377,0.000244803709599448,0.000244803709599448,0.0793556281216559,0.022144025275269,0.0629076443289959,0.0545959653933094,0.0104069702629367,0.0153645147540422,0.0132591867581288,0.0132591867581288,0.000172588413923047,0.000172588413923047,0.00319500690119986,6.30435108598396e-06,3.38774013070361e-05,0.0019262328404435,0.00054881497642377,0.00135912224902664,0.00756553184954238,0.00148615398305928,0.0154941183674268,0.000158573537070781,0.000371751182439058,0.000371751182439058,0.000624305815272804,2.63877202350144e-08,0.01244251966524,0.00969215268402538,0.00771922250014398,0.0195408124527149,0.0195408124527149,0.0195408124527149,0.0195408124527149,0.00190584222783576,0.0191210449962149,0.0140841385245381,1.29991359894025e-06,1.29991359894025e-06,1.29991359894025e-06,0.00423899299320006,0.0102301772256642,0.00614603459246277,0.00776238326352391,0.000764903601489281,0.0138441563337431,0.00100526345533141,0.0650502851430454,0.0650502851430454,0.0223442231629434,0.0176555278471107,0.019100543600645,0.000647528150164397,0.000469489897715248,0.0125701852974986,0.0233476505330746,0.038573637006417,0.0324300945462861,0.00561389304451839,0.0162753107291817,0.00918023797097019,0.000829503008692236,0.00170576053187681,0.00173419567517102,0.0134227250511324,0.000947009287213689,0.000388653355304719,0.00104768661724962,6.24240164353802e-05,0.0143431500157574,0.00121859373350623,0.0323251916556997,0.00358698262775504,0.00351783365330244,0.00412399103234258,0.00164619439228247,0.000116975566398274,0.00190177116976961,0.00653478141775942,0.000265455167543836,0.00680791002242136,0.0128905674631365,0.00013335941652242,0.00839933412314555,0.0180284658478843,1.05178527473475e-06,0.00660389582678819,0.00464529991893163,0.0206943014452669,0.00134832934672498,0.00134832934672498,0.0292319509588229,0.0292319509588229,0.00881007554602245,0.054672324365606,0.00314479088119455,0.00314479088119455,0.00314479088119455,0.0311426923637177,0.000911336751964405,0.000882550505613924,5.23829150200038e-05
"g.29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000242637164601894,0.00044692152538726,0.450837239387134,0.657959304960993,0.410689727655538,0.104913697147654,0.00397883308054225,0.00118246113449405,0.00556533701331199,0.129155519278723,0.129155519278723,0.00507416314227694,0.00507416314227694,0.0198833293386719,0.0691668769360258,0.0167270612767398,0.0164882663997516,0.108754869202073,2.43523901806369e-05,2.43523901806369e-05,0.0665145982114989,0.0155954155430032,0.0281326045370068,0.0570481443639011,0.0336212289616652,0.0157809303180794,0.00457007963185419,0.00457007963185419,0.00337479525068391,0.00337479525068391,0.000203051610277192,0.000886168150270869,0.00372090593346936,0.0160631699962036,0.000164620028125281,2.92253959819124e-05,0.00411694778010798,0.00484991190590359,0.0108413748066461,2.85352047188342e-06,0.0166402316540484,0.0166402316540484,0.00258321963163687,0.000891463059238185,0.00797240150976399,0.00817176339796012,0.00799028312748556,0.0200680310927521,0.0200680310927521,0.0200680310927521,0.0200680310927521,0.00116318622378167,0.0196368910151032,0.0144658527915724,0.00130208906620583,0.00130208906620583,0.00130208906620583,0.012066035370519,0.0092262195515588,0.00901019295004851,0.0271935277152495,0.0149301223985555,0.0623347440586516,0.0281142053929774,0.0889612455091074,0.0889612455091074,0.0210669147254,0.0126307031444766,0.0100085926204973,0.000725740974349134,7.56782153484393e-06,0.0161062621888273,0.0248473625600127,0.0452662674607584,0.0182199673617136,1.19706098306964e-05,0.0186932178911485,0.0291661910702395,0.00536891788329668,0.00242616609871621,0.00974395708500639,0.0167242248575938,2.30198628091592e-05,0.00388260070565739,0.00613016633840156,0.000297243876690109,0.0117872209894005,0.000230538911998749,0.0155851742298619,0.00211653976277929,0.0016488840588715,0.00557865489674725,0.00210477505919634,8.9612167437908e-05,0.00291125171642404,0.00823580670198857,0.00100224229053638,0.00789840376785624,0.0132399330634728,0.000711480430706478,0.00271428978011822,0.0185147109539709,0.00150262398081022,0.00372758084864524,0.000280126639351883,0.021252771156463,0.00507920753359254,0.00507920753359254,0.00132816215489666,0.00132816215489666,0.015399802800312,0.0328439752248672,0.000409874459283745,0.000409874459283745,0.000409874459283745,0.0696262783244836,0.000628293680674149,0.00250582611092456,0.000723465328696502
"g.30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.550635048871527,0.193435076853167,0.0162575434046421,0.142442422741603,0.0316450569223177,0.0221744454876496,0.00986645363026001,0.0305925174841433,0.00624181961288918,0.00624181961288918,0.019922080384616,0.019922080384616,0.00911171924267245,0.000466186653705061,0.0049859921362186,0.0142035281571489,0.0499510329055392,0.107408594107227,0.107408594107227,0.00168689947517481,3.00145888568122e-05,0.0349560077232445,0.0506870137619061,3.38752023363277e-05,0.00757511641541441,0.00989035187537486,0.00989035187537486,0.0266060455030609,0.0266060455030609,0.0267500034435299,0.00900223106392402,0.0164654036792534,0.0242044069903449,0.00913530006825471,0.0120413514516668,0.0156640154108209,0.0017889169521602,0.018451442852463,0.00475026663389591,2.21139168582555e-05,2.21139168582555e-05,0.0151203601630986,0.0171218053569164,0.0576436286991617,0.0278938720534541,0.00254683431091632,0.00218744613733529,0.00218744613733529,0.00218744613733529,0.00218744613733529,0.0073937129252864,0.0357197097510115,0.021458995653101,0.011048680289107,0.011048680289107,0.011048680289107,0.0146239556094441,0.000102182328022644,0.00279437427938012,0.000152303707871747,0.00115229947102286,0.0203408100111024,0.00290749955436608,0.00958733642768386,0.00958733642768386,0.0889529684915052,0.0158247495699677,0.0662663284187732,0.00585941672589629,0.00402730902202588,0.0591658158127048,0.07934097356825,0.0168920693742213,0.147733733404667,0.0102394576406072,0.000331877855608014,0.00238033830917695,0.0209566313632279,0.000245747683579822,0.00126637212358888,0.00369200169832023,0.0312549151989725,9.92436631842179e-06,0.0174895770102057,0.00303754510074277,0.00425047852225396,0.000467121164585801,0.00301473917293439,0.000184254135808569,0.00645682022668865,0.0152316797587926,0.00415638225900511,0.00502706257881588,0.0136694911073058,0.00548004438701144,0.112299396724094,0.013881743362348,0.00396231048684675,0.0400887906993258,0.00759780484657994,0.00737780720002153,0.00680459211767409,0.00486565919222972,0.00686737732713618,0.00638714647297961,0.000361462016281501,0.000361462016281501,0.00905551018079075,0.00905551018079075,0.00589079880870846,6.45375781230489e-06,0.00116034265501136,0.00116034265501136,0.00116034265501136,0.020272145891991,0.0135868693357433,0.00576341183968728,0.0040885168134512
"g.31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.291955470027153,0.00737128905819233,0.21501617673931,0.0265341135050214,0.0335519236786383,0.0775316751995498,0.0754086149563314,0.000563357604678834,0.000563357604678834,0.0169966430320107,0.0169966430320107,0.00358257327996068,0.00210804719984345,0.00768203246988264,0.00112839841130483,0.0295594659919785,0.0431001119434055,0.0431001119434055,0.00935639452722212,0.00724666566390115,0.0176262655445729,0.0018677332522813,0.00110492446856375,0.0286390243520881,0.0115683679207256,0.0115683679207256,0.00989501262568904,0.00989501262568904,0.00448664060338546,0.00435176808722007,0.000646513465154661,0.0117876271179489,0.0170202653370683,0.0338686074456448,0.00305011868275933,0.00934472060282063,8.29587987078944e-06,0.0011959545333725,0.000676402226704437,0.000676402226704437,0.000712334129391267,0.00831651865683723,0.0452098139677621,0.00233880472347982,2.74164880949734e-05,7.8540829712062e-05,7.8540829712062e-05,7.8540829712062e-05,7.8540829712062e-05,0.0057074456923658,0.00521952712639101,0.00129209011896897,5.96591628624209e-06,5.96591628624209e-06,5.96591628624209e-06,0.000178099713094152,0.00121057098019346,0.00387568300174635,0.0097421009178359,0.00379584767635549,0.0311436020851406,0.0163154946215656,0.00112878821232454,0.00112878821232454,0.0801573027440587,0.0893857608416467,0.0907145330986382,0.000103189373622851,0.00533404423019594,0.123151980516171,0.113593362426847,0.103538547733543,0.248026419222376,0.00015831352182449,0.0186909960744829,0.0121857883398998,0.0180570506388133,0.00186864364082518,0.0127365168844883,0.00374469711010079,0.0262623346245985,0.0155054293340694,0.00349720639288717,0.013211628947136,0.0201366282341097,0.00859206451815546,0.0068323493033663,0.000422375891649904,0.000598607801607257,2.50098812305085e-05,0.000580641832390969,0.00267312696161543,0.00786587497605627,0.000356762290542582,0.00968549590650664,0.00655795894722145,0.00604335437364906,0.0278199632559392,0.00709160174330115,0.0084983331538204,0.0103661818463752,2.62097791079666e-06,0.010733678594106,0.00974862921315724,0.000687538678832561,0.000687538678832561,0.0137572706088616,0.0137572706088616,0.000994041692992088,0.00469939692357043,0.00311611750119292,0.00311611750119292,0.00311611750119292,0.00395593807465676,8.28129448063335e-06,0.00882868866391009,0.000486265320237264
