mrk_names,chrom,pos
JHI-Hv50k-2016-115953,2H,27.760458012604467
JHI-Hv50k-2016-115563,2H,28.805175077804645
JHI-Hv50k-2016-115564,2H,28.805175077804645
JHI-Hv50k-2016-115174,2H,30.16836388000777
JHI-Hv50k-2016-115312,2H,30.857813554748894
JHI-Hv50k-2016-115080,2H,30.857813554748894
JHI-Hv50k-2016-115107,2H,30.857813554748894
JHI-Hv50k-2016-115110,2H,30.857813554748894
JHI-Hv50k-2016-115147,2H,30.857813554748894
JHI-Hv50k-2016-115163,2H,30.857813554748894
JHI-Hv50k-2016-115172,2H,30.857813554748894
JHI-Hv50k-2016-115240,2H,30.857813554748894
JHI-Hv50k-2016-115245,2H,30.857813554748894
JHI-Hv50k-2016-115255,2H,30.857813554748894
JHI-Hv50k-2016-115389,2H,30.857813554748894
JHI-Hv50k-2016-115666,2H,30.857813554748894
JHI-Hv50k-2016-115671,2H,30.857813554748894
M_E_31,2H,32.94061409332684
M_E_30,2H,32.94061409332684
M_E_29,2H,33.64094183396734
JHI-Hv50k-2016-114940,2H,37.24375698775495
JHI-Hv50k-2016-114249,2H,38.61396290012982
JHI-Hv50k-2016-114253,2H,38.61396290012982
JHI-Hv50k-2016-114255,2H,38.61396290012982
JHI-Hv50k-2016-114264,2H,38.61396290012982
JHI-Hv50k-2016-114491,2H,38.61396290012982
JHI-Hv50k-2016-114548,2H,38.61396290012982
JHI-Hv50k-2016-114549,2H,38.61396290012982
JHI-Hv50k-2016-114619,2H,38.61396290012982
JHI-Hv50k-2016-114706,2H,38.61396290012982
JHI-Hv50k-2016-114849,2H,38.61396290012982
JHI-Hv50k-2016-114865,2H,38.61396290012982
JHI-Hv50k-2016-114948,2H,38.61396290012982
JHI-Hv50k-2016-114951,2H,38.61396290012982
JHI-Hv50k-2016-114953,2H,38.61396290012982
JHI-Hv50k-2016-114965,2H,38.61396290012982
JHI-Hv50k-2016-115064,2H,38.61396290012982
JHI-Hv50k-2016-114026,2H,39.98416881250469
JHI-Hv50k-2016-113836,2H,41.35437472487956
JHI-Hv50k-2016-113929,2H,42.05108869072354
JHI-Hv50k-2016-112299,2H,44.92534207901708
JHI-Hv50k-2016-112415,2H,44.92534207901708
M_E_28,2H,47.776821456228944
M_E_27,2H,51.378061342771275
JHI-Hv50k-2016-110245,2H,53.49014622165954
JHI-Hv50k-2016-110449,2H,53.49014622165954
JHI-Hv50k-2016-110485,2H,53.49014622165954
JHI-Hv50k-2016-110636,2H,54.17089677837459
JHI-Hv50k-2016-111369,2H,54.847700427690405
JHI-Hv50k-2016-111501,2H,54.847700427690405
JHI-Hv50k-2016-111266,2H,55.52450407700622
JHI-Hv50k-2016-111319,2H,55.52450407700622
JHI-Hv50k-2016-108204,2H,67.2114484065444
JHI-Hv50k-2016-108250,2H,67.2114484065444
JHI-Hv50k-2016-106848,2H,73.25057264591601
JHI-Hv50k-2016-106758,2H,74.10546654983132
JHI-Hv50k-2016-106572,2H,74.9993040149709
M_E_26,2H,81.77885328691909
JHI-Hv50k-2016-106035,2H,90.57577116713611
JHI-Hv50k-2016-106037,2H,90.57577116713611
JHI-Hv50k-2016-105548,2H,92.68403236800498
JHI-Hv50k-2016-105262,2H,93.38216785650712
JHI-Hv50k-2016-104497,2H,95.22507828825384
JHI-Hv50k-2016-104508,2H,95.22507828825384
JHI-Hv50k-2016-104510,2H,95.22507828825384
JHI-Hv50k-2016-104565,2H,95.22507828825384
JHI-Hv50k-2016-105079,2H,95.22507828825384
JHI-Hv50k-2016-104651,2H,95.22507828825384
JHI-Hv50k-2016-104509,2H,96.59073691208738
JHI-Hv50k-2016-104514,2H,96.59073691208738
JHI-Hv50k-2016-104602,2H,96.59073691208738
JHI-Hv50k-2016-103868,2H,100.82679968983764
JHI-Hv50k-2016-104058,2H,100.82679968983764
JHI-Hv50k-2016-103929,2H,100.82679968983764
JHI-Hv50k-2016-103938,2H,100.82679968983764
JHI-Hv50k-2016-104059,2H,100.82679968983764
M_E_25,2H,108.26967457809967
M_E_24,2H,108.26967457809967
JHI-Hv50k-2016-102943,2H,109.85180799399014
JHI-Hv50k-2016-102626,2H,109.85180799399014
JHI-Hv50k-2016-102844,2H,109.85180799399014
JHI-Hv50k-2016-102627,2H,110.72968646708985
JHI-Hv50k-2016-102625,2H,110.72968646708985
JHI-Hv50k-2016-101226,2H,112.1696060800414
JHI-Hv50k-2016-102159,2H,113.73571269956096
JHI-Hv50k-2016-102275,2H,113.73571269956096
M_E_23,2H,117.14424189265442
JHI-Hv50k-2016-100214,2H,121.34269058772988
JHI-Hv50k-2016-97025,2H,127.43414063829853
JHI-Hv50k-2016-92623,2H,130.77739915954896
JHI-Hv50k-2016-91754,2H,130.77739915954896
JHI-Hv50k-2016-91961,2H,130.77739915954896
JHI-Hv50k-2016-92209,2H,132.41268053422547
JHI-Hv50k-2016-92462,2H,132.41268053422547
JHI-Hv50k-2016-92202,2H,132.41268053422547
JHI-Hv50k-2016-96944,2H,133.7076431841024
JHI-Hv50k-2016-99229,2H,134.8260812633666
JHI-Hv50k-2016-99004,2H,134.8260812633666
JHI-Hv50k-2016-93106,2H,134.8260812633666
JHI-Hv50k-2016-97836,2H,134.8260812633666
JHI-Hv50k-2016-93366,2H,136.60666905449014
JHI-Hv50k-2016-98582,2H,138.0326019307405
JHI-Hv50k-2016-90788,2H,140.09342522199975
JHI-Hv50k-2016-91245,2H,141.28463202292028
JHI-Hv50k-2016-91257,2H,141.28463202292028
JHI-Hv50k-2016-91167,2H,141.28463202292028
JHI-Hv50k-2016-90688,2H,141.28463202292028
JHI-Hv50k-2016-90896,2H,141.28463202292028
JHI-Hv50k-2016-91125,2H,141.28463202292028
JHI-Hv50k-2016-91157,2H,141.28463202292028
JHI-Hv50k-2016-80094,2H,155.16610069706866
JHI-Hv50k-2016-80097,2H,155.97953738229236
JHI-Hv50k-2016-77721,2H,159.629175204626
JHI-Hv50k-2016-78625,2H,159.629175204626
JHI-Hv50k-2016-78780,2H,159.629175204626
JHI-Hv50k-2016-78831,2H,159.629175204626
JHI-Hv50k-2016-77724,2H,161.10216927022626
JHI-Hv50k-2016-78532,2H,161.10216927022626
JHI-Hv50k-2016-78626,2H,161.10216927022626
JHI-Hv50k-2016-78631,2H,161.10216927022626
JHI-Hv50k-2016-78688,2H,161.10216927022626
JHI-Hv50k-2016-78636,2H,161.88781019229543
JHI-Hv50k-2016-77945,2H,162.58238477018384
JHI-Hv50k-2016-79374,2H,164.9422072734223
JHI-Hv50k-2016-79404,2H,164.9422072734223
JHI-Hv50k-2016-79451,2H,166.05381478873582
M_E_22,2H,169.55744128926943
M_E_19,2H,171.58182840346606
M_E_21,2H,171.58182840346606
M_E_20,2H,171.58182840346606
M_E_18,2H,174.70744340469983
JHI-Hv50k-2016-77638,2H,180.28232000042402
JHI-Hv50k-2016-77576,2H,180.95803681012197
JHI-Hv50k-2016-77586,2H,180.95803681012197
JHI-Hv50k-2016-77603,2H,180.95803681012197
JHI-Hv50k-2016-77604,2H,180.95803681012197
JHI-Hv50k-2016-77605,2H,180.95803681012197
JHI-Hv50k-2016-77601,2H,181.63375361981994
JHI-Hv50k-2016-77590,2H,183.01250018678383
JHI-Hv50k-2016-77597,2H,183.01250018678383
JHI-Hv50k-2016-77598,2H,183.01250018678383
JHI-Hv50k-2016-77599,2H,183.01250018678383
JHI-Hv50k-2016-77560,2H,184.13465935247
JHI-Hv50k-2016-77522,2H,185.2746563371711
JHI-Hv50k-2016-77491,2H,185.2746563371711
JHI-Hv50k-2016-77334,2H,187.90836927206647
JHI-Hv50k-2016-77388,2H,187.90836927206647
JHI-Hv50k-2016-75477,2H,193.55722201237197
M_E_143,2H,196.37755888603095
M_E_17,2H,200.74015994071894
JHI-Hv50k-2016-74875,2H,205.9801781738202
JHI-Hv50k-2016-74781,2H,207.703212272671
JHI-Hv50k-2016-73930,2H,211.61142844749497
JHI-Hv50k-2016-73933,2H,211.61142844749497
JHI-Hv50k-2016-73950,2H,211.61142844749497
JHI-Hv50k-2016-73951,2H,211.61142844749497
M_E_16,2H,215.2010398893771
JHI-Hv50k-2016-73663,2H,217.46849032683778
JHI-Hv50k-2016-73690,2H,217.46849032683778
JHI-Hv50k-2016-73692,2H,217.46849032683778
JHI-Hv50k-2016-73693,2H,217.46849032683778
JHI-Hv50k-2016-73694,2H,217.46849032683778
JHI-Hv50k-2016-73695,2H,217.46849032683778
JHI-Hv50k-2016-73075,2H,220.4767685241657
JHI-Hv50k-2016-73247,2H,220.4767685241657
JHI-Hv50k-2016-73118,2H,221.15248533386367
JHI-Hv50k-2016-73300,2H,221.15248533386367
JHI-Hv50k-2016-73085,2H,221.15248533386367
JHI-Hv50k-2016-72530,2H,222.1746177010513
JHI-Hv50k-2016-72622,2H,222.1746177010513
JHI-Hv50k-2016-72947,2H,222.1746177010513
JHI-Hv50k-2016-72497,2H,224.37753484142732
JHI-Hv50k-2016-72545,2H,224.37753484142732
JHI-Hv50k-2016-72504,2H,224.37753484142732
JHI-Hv50k-2016-72315,2H,227.34167427192557
JHI-Hv50k-2016-71931,2H,230.7049192015594
JHI-Hv50k-2016-71932,2H,230.7049192015594
JHI-Hv50k-2016-71369,2H,232.23102446191174
JHI-Hv50k-2016-71113,2H,234.24966032672944
JHI-Hv50k-2016-70553,2H,235.1267038589994
JHI-Hv50k-2016-68732,2H,237.96596381609257
JHI-Hv50k-2016-68595,2H,240.06931490698133
JHI-Hv50k-2016-68721,2H,240.7450317166793
JHI-Hv50k-2016-68731,2H,240.7450317166793
JHI-Hv50k-2016-68718,2H,240.7450317166793
JHI-Hv50k-2016-68729,2H,242.11523762905415
JHI-Hv50k-2016-68734,2H,242.11523762905415
JHI-Hv50k-2016-68449,2H,242.8125283126217
JHI-Hv50k-2016-67865,2H,246.47469875109635
JHI-Hv50k-2016-67588,2H,247.78984555486042
JHI-Hv50k-2016-67559,2H,248.4655627851379
JHI-Hv50k-2016-67587,2H,248.4655627851379
JHI-Hv50k-2016-67600,2H,248.4655627851379
JHI-Hv50k-2016-67614,2H,248.4655627851379
JHI-Hv50k-2016-67661,2H,248.4655627851379
JHI-Hv50k-2016-67810,2H,248.4655627851379
JHI-Hv50k-2016-67767,2H,248.4655627851379
JHI-Hv50k-2016-67550,2H,248.4655627851379
JHI-Hv50k-2016-67378,2H,249.14127959483585
JHI-Hv50k-2016-66623,2H,249.81699640453382
JHI-Hv50k-2016-66022,2H,250.8488992789463
JHI-Hv50k-2016-66556,2H,250.8488992789463
JHI-Hv50k-2016-65319,2H,251.88080215335873
JHI-Hv50k-2016-65426,2H,251.88080215335873
JHI-Hv50k-2016-65610,2H,251.88080215335873
M_E_15,2H,253.57781917996738
M_E_14,2H,253.57781917996738
JHI-Hv50k-2016-64130,2H,258.8344931316986
JHI-Hv50k-2016-62805,2H,259.90570061927224
JHI-Hv50k-2016-63361,2H,259.90570061927224
JHI-Hv50k-2016-63868,2H,259.90570061927224
JHI-Hv50k-2016-63893,2H,259.90570061927224
JHI-Hv50k-2016-64055,2H,259.90570061927224
JHI-Hv50k-2016-64086,2H,259.90570061927224
JHI-Hv50k-2016-64146,2H,259.90570061927224
JHI-Hv50k-2016-64149,2H,259.90570061927224
JHI-Hv50k-2016-64151,2H,259.90570061927224
JHI-Hv50k-2016-62472,2H,260.87584129679834
JHI-Hv50k-2016-62596,2H,260.87584129679834
JHI-Hv50k-2016-61642,2H,263.7135024918999
JHI-Hv50k-2016-59917,2H,265.10680203311694
JHI-Hv50k-2016-58775,2H,266.4833570994169
JHI-Hv50k-2016-58810,2H,266.4833570994169
JHI-Hv50k-2016-58991,2H,266.4833570994169
JHI-Hv50k-2016-59425,2H,266.4833570994169
JHI-Hv50k-2016-75478,2H,276.1249191197165
M_E_53,2H,301.50237711833876
M_E_33,2H,0
JHI-Hv50k-2016-130522,2H,2.34068907874654
JHI-Hv50k-2016-130764,2H,2.34068907874654
JHI-Hv50k-2016-131311,2H,3.408948719294328
JHI-Hv50k-2016-131291,2H,4.490136221506747
JHI-Hv50k-2016-131292,2H,4.490136221506747
JHI-Hv50k-2016-131709,2H,6.935694821387492
JHI-Hv50k-2016-132108,2H,7.984385431250701
JHI-Hv50k-2016-132172,2H,7.984385431250701
JHI-Hv50k-2016-132236,2H,7.984385431250701
JHI-Hv50k-2016-132248,2H,7.984385431250701
JHI-Hv50k-2016-132414,2H,7.984385431250701
JHI-Hv50k-2016-135171,2H,13.547474771864731
JHI-Hv50k-2016-135041,2H,13.547474771864731
JHI-Hv50k-2016-135356,2H,13.547474771864731
JHI-Hv50k-2016-135382,2H,13.547474771864731
JHI-Hv50k-2016-135561,2H,14.374019960201615
JHI-Hv50k-2016-135562,2H,14.374019960201615
JHI-Hv50k-2016-136164,2H,15.108474561630253
JHI-Hv50k-2016-137060,2H,16.770817571110896
JHI-Hv50k-2016-139283,2H,25.1238682834074
JHI-Hv50k-2016-139333,2H,25.1238682834074
JHI-Hv50k-2016-139657,2H,25.1238682834074
M_E_34,2H,25.1238682834074
JHI-Hv50k-2016-139435,2H,26.49414190339647
JHI-Hv50k-2016-139525,2H,26.49414190339647
JHI-Hv50k-2016-139857,2H,27.169858713094456
JHI-Hv50k-2016-138980,2H,28.470972345670337
JHI-Hv50k-2016-138947,2H,29.23697390516219
JHI-Hv50k-2016-141407,2H,32.81449499617902
JHI-Hv50k-2016-209018,3H,0
JHI-Hv50k-2016-208872,3H,2.4592633545895066
JHI-Hv50k-2016-208894,3H,3.2161794432264275
JHI-Hv50k-2016-208516,3H,3.2161794432264275
JHI-Hv50k-2016-208432,3H,3.2161794432264275
JHI-Hv50k-2016-209663,3H,4.601929879992525
JHI-Hv50k-2016-209275,3H,4.601929879992525
JHI-Hv50k-2016-210086,3H,5.3440549749377695
JHI-Hv50k-2016-210042,3H,5.3440549749377695
JHI-Hv50k-2016-210038,3H,5.3440549749377695
JHI-Hv50k-2016-209959,3H,5.3440549749377695
JHI-Hv50k-2016-209957,3H,5.3440549749377695
JHI-Hv50k-2016-209868,3H,5.3440549749377695
JHI-Hv50k-2016-212081,3H,8.84720415578078
JHI-Hv50k-2016-211904,3H,9.528584411409884
JHI-Hv50k-2016-211296,3H,10.964435466389833
JHI-Hv50k-2016-211251,3H,10.964435466389833
JHI-Hv50k-2016-211204,3H,10.964435466389833
JHI-Hv50k-2016-211108,3H,10.964435466389833
JHI-Hv50k-2016-211061,3H,10.964435466389833
JHI-Hv50k-2016-211019,3H,10.964435466389833
JHI-Hv50k-2016-210967,3H,10.964435466389833
JHI-Hv50k-2016-75490,3H,11.698412437399204
JHI-Hv50k-2016-207495,3H,16.057247116018647
JHI-Hv50k-2016-207481,3H,16.057247116018647
M_E_138,3H,21.222603350093628
M_E_52,3H,36.34351827560032
JHI-Hv50k-2016-205257,3H,42.341191398309306
JHI-Hv50k-2016-204534,3H,44.52355928996302
JHI-Hv50k-2016-204532,3H,44.52355928996302
JHI-Hv50k-2016-204423,3H,46.541541542405845
JHI-Hv50k-2016-204392,3H,46.541541542405845
JHI-Hv50k-2016-203080,3H,53.72875706956813
JHI-Hv50k-2016-201777,3H,56.86766125861698
JHI-Hv50k-2016-201773,3H,56.86766125861698
JHI-Hv50k-2016-201745,3H,57.75743561763467
JHI-Hv50k-2016-201579,3H,59.45740673744193
JHI-Hv50k-2016-201578,3H,59.45740673744193
JHI-Hv50k-2016-201896,3H,60.4203463868026
M_E_51,3H,66.62831057966696
JHI-Hv50k-2016-201484,3H,71.95102720400591
JHI-Hv50k-2016-200641,3H,73.1479980125593
JHI-Hv50k-2016-200713,3H,73.1479980125593
JHI-Hv50k-2016-198926,3H,78.48175031466972
JHI-Hv50k-2016-196798,3H,84.8021486821105
JHI-Hv50k-2016-196649,3H,84.8021486821105
JHI-Hv50k-2016-196158,3H,85.78137970472382
JHI-Hv50k-2016-196155,3H,85.78137970472382
JHI-Hv50k-2016-195729,3H,85.78137970472382
JHI-Hv50k-2016-196287,3H,85.78137970472382
JHI-Hv50k-2016-196280,3H,85.78137970472382
JHI-Hv50k-2016-196379,3H,85.78137970472382
JHI-Hv50k-2016-196276,3H,85.78137970472382
JHI-Hv50k-2016-196357,3H,86.67259492281325
JHI-Hv50k-2016-195512,3H,88.75713514628953
JHI-Hv50k-2016-195051,3H,89.63157579531376
M_E_135,3H,94.77746678985078
M_E_50,3H,100.45440026469464
M_E_49,3H,100.45440026469464
M_E_141,3H,110.33861329006845
JHI-Hv50k-2016-194477,3H,122.11892598671737
JHI-Hv50k-2016-194445,3H,122.11892598671737
JHI-Hv50k-2016-193644,3H,125.79372721522866
JHI-Hv50k-2016-193692,3H,127.30235510717377
JHI-Hv50k-2016-193643,3H,127.30235510717377
JHI-Hv50k-2016-193640,3H,127.30235510717377
JHI-Hv50k-2016-193614,3H,127.30235510717377
JHI-Hv50k-2016-193609,3H,127.30235510717377
JHI-Hv50k-2016-193464,3H,127.30235510717377
JHI-Hv50k-2016-193461,3H,127.30235510717377
JHI-Hv50k-2016-193361,3H,129.06622576573565
JHI-Hv50k-2016-192711,3H,132.36892631273793
JHI-Hv50k-2016-192513,3H,135.3668098784895
JHI-Hv50k-2016-192534,3H,135.3668098784895
JHI-Hv50k-2016-192532,3H,135.3668098784895
M_E_48,3H,137.62446820633056
JHI-Hv50k-2016-191997,3H,140.9463514232137
JHI-Hv50k-2016-190711,3H,140.9463514232137
JHI-Hv50k-2016-190063,3H,140.9463514232137
