,chr,pos
JHI-Hv50k-2016-139333,L.11,25.1238682834074
JHI-Hv50k-2016-139657,L.11,25.1238682834074
M_E_34,L.11,25.1238682834074
JHI-Hv50k-2016-139435,L.11,26.4941419033965
JHI-Hv50k-2016-139525,L.11,26.4941419033965
JHI-Hv50k-2016-139857,L.11,27.1698587130945
JHI-Hv50k-2016-138980,L.11,28.4709723456703
JHI-Hv50k-2016-138947,L.11,29.2369739051622
JHI-Hv50k-2016-141407,L.11,32.814494996179
JHI-Hv50k-2016-290961,L.12,0
JHI-Hv50k-2016-275198,L.12,8.09454960381797
JHI-Hv50k-2016-273925,L.12,9.49135886534582
JHI-Hv50k-2016-274480,L.12,9.49135886534582
JHI-Hv50k-2016-273848,L.12,9.49135886534582
JHI-Hv50k-2016-275077,L.12,9.49135886534582
JHI-Hv50k-2016-273669,L.12,9.49135886534582
JHI-Hv50k-2016-273885,L.12,10.1892523758088
JHI-Hv50k-2016-273849,L.12,10.1892523758088
JHI-Hv50k-2016-273846,L.12,10.1892523758088
JHI-Hv50k-2016-273825,L.12,10.1892523758088
JHI-Hv50k-2016-276923,L.12,14.5480870544283
JHI-Hv50k-2016-282916,L.12,19.1054904027482
JHI-Hv50k-2016-273394,L.12,21.1683184762323
JHI-Hv50k-2016-273355,L.12,21.1683184762323
JHI-Hv50k-2016-273132,L.12,21.1683184762323
JHI-Hv50k-2016-273088,L.12,21.1683184762323
JHI-Hv50k-2016-272337,L.12,24.2371265544201
JHI-Hv50k-2016-272315,L.12,24.2371265544201
JHI-Hv50k-2016-272306,L.12,24.2371265544201
JHI-Hv50k-2016-64712,L.12,28.3002619433772
JHI-Hv50k-2016-271271,L.12,28.3002619433772
JHI-Hv50k-2016-271125,L.12,28.3002619433772
JHI-Hv50k-2016-271015,L.12,28.3002619433772
JHI-Hv50k-2016-270803,L.12,28.9770322627428
JHI-Hv50k-2016-270730,L.12,28.9770322627428
JHI-Hv50k-2016-270585,L.12,28.9770322627428
JHI-Hv50k-2016-209018,L.13,0
JHI-Hv50k-2016-208872,L.13,2.45926335458951
JHI-Hv50k-2016-208894,L.13,3.21617944322643
JHI-Hv50k-2016-208516,L.13,3.21617944322643
JHI-Hv50k-2016-208432,L.13,3.21617944322643
JHI-Hv50k-2016-209663,L.13,4.60192987999253
JHI-Hv50k-2016-209275,L.13,4.60192987999253
JHI-Hv50k-2016-210086,L.13,5.34405497493777
JHI-Hv50k-2016-210042,L.13,5.34405497493777
JHI-Hv50k-2016-210038,L.13,5.34405497493777
JHI-Hv50k-2016-209959,L.13,5.34405497493777
JHI-Hv50k-2016-209957,L.13,5.34405497493777
JHI-Hv50k-2016-209868,L.13,5.34405497493777
JHI-Hv50k-2016-212081,L.13,8.84720415578078
JHI-Hv50k-2016-211904,L.13,9.52858441140988
JHI-Hv50k-2016-211296,L.13,10.9644354663898
JHI-Hv50k-2016-211251,L.13,10.9644354663898
JHI-Hv50k-2016-211204,L.13,10.9644354663898
JHI-Hv50k-2016-211108,L.13,10.9644354663898
JHI-Hv50k-2016-211061,L.13,10.9644354663898
JHI-Hv50k-2016-211019,L.13,10.9644354663898
JHI-Hv50k-2016-210967,L.13,10.9644354663898
JHI-Hv50k-2016-75490,L.13,11.6984124373992
JHI-Hv50k-2016-207495,L.13,16.0572471160186
JHI-Hv50k-2016-207481,L.13,16.0572471160186
M_E_138,L.13,21.2226033500936
M_E_52,L.13,36.3435182756003
JHI-Hv50k-2016-205257,L.13,42.3411913983093
JHI-Hv50k-2016-204534,L.13,44.523559289963
JHI-Hv50k-2016-204532,L.13,44.523559289963
JHI-Hv50k-2016-204423,L.13,46.5415415424058
JHI-Hv50k-2016-204392,L.13,46.5415415424058
JHI-Hv50k-2016-203080,L.13,53.7287570695681
JHI-Hv50k-2016-201777,L.13,56.867661258617
JHI-Hv50k-2016-201773,L.13,56.867661258617
JHI-Hv50k-2016-201745,L.13,57.7574356176347
JHI-Hv50k-2016-201579,L.13,59.4574067374419
JHI-Hv50k-2016-201578,L.13,59.4574067374419
JHI-Hv50k-2016-201896,L.13,60.4203463868026
M_E_51,L.13,66.628310579667
JHI-Hv50k-2016-201484,L.13,71.9510272040059
JHI-Hv50k-2016-200641,L.13,73.1479980125593
JHI-Hv50k-2016-200713,L.13,73.1479980125593
JHI-Hv50k-2016-198926,L.13,78.4817503146697
JHI-Hv50k-2016-196798,L.13,84.8021486821105
JHI-Hv50k-2016-196649,L.13,84.8021486821105
JHI-Hv50k-2016-196158,L.13,85.7813797047238
JHI-Hv50k-2016-196155,L.13,85.7813797047238
JHI-Hv50k-2016-195729,L.13,85.7813797047238
JHI-Hv50k-2016-196287,L.13,85.7813797047238
JHI-Hv50k-2016-196280,L.13,85.7813797047238
JHI-Hv50k-2016-196379,L.13,85.7813797047238
JHI-Hv50k-2016-196276,L.13,85.7813797047238
JHI-Hv50k-2016-196357,L.13,86.6725949228132
JHI-Hv50k-2016-195512,L.13,88.7571351462895
JHI-Hv50k-2016-195051,L.13,89.6315757953138
M_E_135,L.13,94.7774667898508
M_E_50,L.13,100.454400264695
M_E_49,L.13,100.454400264695
M_E_141,L.13,110.338613290068
JHI-Hv50k-2016-194477,L.13,122.118925986717
JHI-Hv50k-2016-194445,L.13,122.118925986717
JHI-Hv50k-2016-193644,L.13,125.793727215229
JHI-Hv50k-2016-193692,L.13,127.302355107174
JHI-Hv50k-2016-193643,L.13,127.302355107174
JHI-Hv50k-2016-193640,L.13,127.302355107174
JHI-Hv50k-2016-193614,L.13,127.302355107174
JHI-Hv50k-2016-193609,L.13,127.302355107174
JHI-Hv50k-2016-193464,L.13,127.302355107174
JHI-Hv50k-2016-193461,L.13,127.302355107174
JHI-Hv50k-2016-193361,L.13,129.066225765736
JHI-Hv50k-2016-192711,L.13,132.368926312738
JHI-Hv50k-2016-192513,L.13,135.36680987849
JHI-Hv50k-2016-192534,L.13,135.36680987849
JHI-Hv50k-2016-192532,L.13,135.36680987849
M_E_48,L.13,137.624468206331
JHI-Hv50k-2016-191997,L.13,140.946351423214
JHI-Hv50k-2016-190711,L.13,140.946351423214
JHI-Hv50k-2016-190063,L.13,140.946351423214
JHI-Hv50k-2016-191513,L.13,140.946351423214
JHI-Hv50k-2016-191570,L.13,140.946351423214
JHI-Hv50k-2016-191253,L.13,140.946351423214
JHI-Hv50k-2016-188839,L.13,143.415202822331
JHI-Hv50k-2016-187824,L.13,144.513512417145
JHI-Hv50k-2016-187443,L.13,144.513512417145
JHI-Hv50k-2016-187516,L.13,144.513512417145
JHI-Hv50k-2016-187407,L.13,145.558142220095
JHI-Hv50k-2016-186499,L.13,147.968460631754
JHI-Hv50k-2016-186498,L.13,147.968460631754
JHI-Hv50k-2016-188175,L.13,148.947677449805
M_E_45,L.13,148.947677449805
M_E_47,L.13,148.947677449805
JHI-Hv50k-2016-186719,L.13,148.947677449805
M_E_46,L.13,150.458674023419
JHI-Hv50k-2016-185997,L.13,153.433483274576
JHI-Hv50k-2016-185491,L.13,153.433483274576
JHI-Hv50k-2016-185188,L.13,157.011004365592
JHI-Hv50k-2016-185123,L.13,157.011004365592
JHI-Hv50k-2016-185119,L.13,157.011004365592
JHI-Hv50k-2016-184728,L.13,158.381210277967
JHI-Hv50k-2016-184726,L.13,158.381210277967
JHI-Hv50k-2016-183791,L.13,159.751416190342
JHI-Hv50k-2016-183528,L.13,161.835956413818
JHI-Hv50k-2016-183445,L.13,161.835956413818
M_E_44,L.13,162.517481490603
M_E_43,L.13,163.901838532696
M_E_42,L.13,163.901838532696
JHI-Hv50k-2016-206378,L.13,164.610450943243
JHI-Hv50k-2016-183041,L.13,164.610450943243
JHI-Hv50k-2016-182940,L.13,164.610450943243
JHI-Hv50k-2016-182720,L.13,164.610450943243
JHI-Hv50k-2016-182582,L.13,164.610450943243
JHI-Hv50k-2016-182557,L.13,164.610450943243
JHI-Hv50k-2016-182436,L.13,164.610450943243
JHI-Hv50k-2016-182423,L.13,164.610450943243
JHI-Hv50k-2016-182094,L.13,164.610450943243
JHI-Hv50k-2016-182093,L.13,164.610450943243
JHI-Hv50k-2016-181543,L.13,164.610450943243
JHI-Hv50k-2016-181474,L.13,164.610450943243
JHI-Hv50k-2016-181132,L.13,164.610450943243
JHI-Hv50k-2016-420337,L.13,164.610450943243
JHI-Hv50k-2016-225595,L.13,167.403199182048
JHI-Hv50k-2016-182700,L.13,167.403199182048
JHI-Hv50k-2016-166368,L.13,170.980720273065
M_E_41,L.13,174.094813659998
JHI-Hv50k-2016-164740,L.13,176.070568772468
JHI-Hv50k-2016-164334,L.13,179.669806323213
JHI-Hv50k-2016-287256,L.13,181.838723015114
JHI-Hv50k-2016-163623,L.13,184.007639707015
JHI-Hv50k-2016-163869,L.13,184.007639707015
JHI-Hv50k-2016-163867,L.13,184.007639707015
JHI-Hv50k-2016-163529,L.13,184.007639707015
JHI-Hv50k-2016-163496,L.13,184.686400225718
M_E_40,L.13,188.267477498569
M_E_39,L.13,188.267477498569
