"genos","g","g.1","g.2","g.3","g.4","g.5","g.6","g.7","g.8","g.9","g.10","g.11","g.12","g.13","g.14","g.15","g.16","g.17","g.18","g.19","g.20","g.21","g.22","g.23","g.24","g.25","g.26","g.27","g.28","g.29","g.30","g.31","g.32","g.33","g.34","g.35","g.36","g.37","g.38","g.39","g.40","g.41","g.42","g.43","g.44","g.45","g.46","g.47","g.48","g.49","g.50","g.51","g.52","g.53","g.54","g.55","g.56","g.57","g.58","g.59","g.60","g.61","g.62","g.63","g.64","g.65","g.66","g.67","g.68","g.69","g.70","g.71","g.72","g.73","g.74","g.75","g.76","g.77","g.78","g.79","g.80","g.81","g.82","g.83","g.84","g.85","g.86","g.87","g.88","g.89","g.90","g.91","g.92","g.93","g.94","g.95","g.96","g.97","g.98","g.99","g.100","g.101","g.102","g.103","g.104","g.105","g.106","g.107","g.108","g.109","g.110","g.111","g.112","g.113","g.114","g.115","g.116","g.117","g.118","g.119","g.120","g.121","g.122","g.123","g.124","g.125","g.126","g.127","g.128","g.129","g.130","g.131","g.132","g.133","g.134","g.135","g.136","g.137","g.138","g.139","g.140","g.141","g.142","g.143","g.144","g.145","g.146","g.147","g.148","g.149","g.150","g.151","g.152","g.153","g.154","g.155","g.156","g.157","g.158","g.159","g.160","g.161","g.162","g.163"
"g.21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999709581759538,0.242362196593742,0.697001387753912,0.886407276187416,0.880534074677353,0.793136798226331,0.793136798226331,0.650283039146773,0.675493484773302,0.621171586114554,0.793136798226331,0.242790297921023,0.59903921328201,0.545490490537272,0.545490490537272,0.545490490537272,0.545490490537272,0.532187707515013,0.545490490537272,0.545490490537272,0.545490490537272,0.545490490537272,0.545490490537272,0.545498905219329,0.567175661253741,0.567175661253741,0.567175661253741,0.663208647011826,0.567175661253741,0.567175661253741,0.567175661253741,0.567175661253741,0.545498905219329,0.545498905219329,0.545498905219329,0.545498905219329,0.545498905219329,0.59903921328201,0.562275452613605,0.545490490537272,0.545490490537272,0.545490490537272,0.520192563198641,0.793136798226331,0.686602901529329,0.793136798226331,0.793136798226331,0.513001871287284,0.431894913684295,0.793136798226331,0.793136798226331,0.655581529416367,0.52154936962267,0.644836720014325,0.880534074677353,0.393970774077764,0.747485467698271,0.732618783380993,0.721007627199597,0.999465701491321,0.404770786729471,0.465219357505065,0.330393045848115,0.107138552651979,0.0172720553028668,0.158283882686837,0.0258698085546575,0.0258698085546575,0.36860368808023,0.489649807773888,0.431894913684295,0.36860368808023,0.151957017632789,0.147729347400543,0.151957017632789,0.242177977767854,0.242177977767854,0.242177977767854,0.998333778554864,0.999363560040742,0.825221194245887,0.73274614535169,0.199509938252089,0.362216631927912,0.0529832275705464,0.0529832275705464,0.188190881950396,0.55366877289755,0.998333778554864,0.998333778554864,0.998333778554864,0.218646231732948,0.998333778554864,0.318424195407642,0.318424195407642,0.14774166100011,0.170934187704853,0.0259282849704882,0.00933868461932899,0.00933868461932899,0.113083006513262,0.0340919381633025,0.0787106874097819,0.166668580904172,0.0384915127644403,0.218624683210291,0.17118246136805,0.0683438548690918,0.0151128131056544,0.188391606131628,0.0650714448041346,0.0079758895598792,0.0260715539266485,0.147775129261359,0.193552011152934,0.177215678767604,0.214347077615475,0.193552011152934,0.220347116263727,0.226194178744549,0.0258860644246348,0.0258860644246348,0.0258860644246348,0.0258860644246348,0.504369998933323,0.198020709727702,0.0701947696971063,0.0908472459245049,0.110647204977006,0.175716111005445,0.0701947696971063,0.237195419131498,0.0739701771048211,0.431825654220959,0.357048156875624,0.188462384265099,0.0766829338241289,0.244571082036466,0.33166611241916,0.107131434598563,0.301353607176325,0.450465085972648
"g.22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.475462798801723,0.999593381529726,0.855823185990544,0.848367379623618,0.737454130829088,0.737454130829088,0.556270623663676,0.587981662511549,0.519297114213038,0.737454130829088,0.0389011080510573,0.491146013186783,0.423139174487269,0.423139174487269,0.423139174487269,0.423139174487269,0.40218639314459,0.423139174487269,0.423139174487269,0.423139174487269,0.423139174487269,0.423139174487269,0.423136152566193,0.450641768086227,0.450641768086227,0.450641768086227,0.572493190013217,0.450641768086227,0.450641768086227,0.450641768086227,0.450641768086227,0.423136152566193,0.423136152566193,0.423136152566193,0.423136152566193,0.423136152566193,0.491146013186783,0.441145851857245,0.423139174487269,0.423139174487269,0.423139174487269,0.383098416707161,0.737454130829088,0.602054690276202,0.737454130829088,0.737454130829088,0.381844780036493,0.278889157234487,0.737454130829088,0.737454130829088,0.563006947018352,0.392742150570494,0.549349748635196,0.848367379623618,0.230777550597532,0.679399801897055,0.660568944959857,0.597572548776817,0.99932187338489,0.170916111777223,0.3212488701011,0.107145539154225,0.127895610912253,0.0132675456553085,0.0384354405090235,0.213116428854496,0.213116428854496,0.198584304381482,0.125515796027421,0.278889157234487,0.198584304381482,0.119907706777945,0.134713416053946,0.119907706777945,0.0381092239457577,0.0381092239457577,0.0381092239457577,0.997885180473484,0.999192210820941,0.888891942938357,0.660400535586057,0.0593700760001015,0.202143178724663,0.399055563448505,0.399055563448505,0.737454130829088,0.63943748256645,0.997885180473484,0.997885180473484,0.997885180473481,0.00836157665981777,0.997885180473481,0.134942903084132,0.134942903084132,0.188830196087206,0.324883745453449,0.206829518846513,0.260346074372944,0.260346074372944,0.366779457765686,0.278836701831857,0.164877027746504,0.358961395363521,0.445275362944214,0.0984088722850351,0.031309177765825,0.00172370621694069,0.13472453822508,0.278751380531805,0.0131885506980945,0.145181655534847,0.125385891186485,0.0433369009158793,0.278871785774504,0.237927026981377,0.204090100603126,0.278871785774504,0.2404629694223,0.230771806603092,0.0159490631481778,0.0159490631481778,0.0159490631481778,0.0159490631481778,0.685615715118856,0.151751315544616,0.213116428854496,0.423139174487269,0.122083299088533,0.293452671275961,0.0259478437316211,0.186361490670175,0.404275783182311,0.304270610171805,0.265310068111352,0.381883993762401,0.368955757705063,0.175827298259418,0.3212488701011,0.165125677458248,0.201344808588696,0.411294317436416
"g.23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.464293125851627,0.374893562738072,0.436097409554183,0.998970218514121,0.998970218514121,0.0384915127644403,0.617407237984637,0.0476274124765388,0.675335320653507,0.206284481425939,0.684892481377254,0.761843924204293,0.761843924204293,0.761843924204293,0.761843924204293,0.864621468489803,0.761843924204293,0.761843924204293,0.761843924204293,0.761843924204293,0.761843924204293,0.553661204014834,0.489673991346862,0.489673991346862,0.489673991346862,0.0740782616029858,0.489673991346862,0.489673991346862,0.489673991346862,0.489673991346862,0.553661204014834,0.553661204014834,0.553661204014834,0.553661204014834,0.553661204014834,0.579806171791368,0.657332153895919,0.761843924204293,0.761843924204293,0.761843924204293,0.860072636363291,0.998970218514121,0.0148057301998286,0.998970218514121,0.998970218514121,0.426030648701119,0.19630088665414,0.998970218514121,0.998970218514121,0.0357865634996463,0.342170792539701,0.218646231732948,0.042997809764416,0.404660135293561,0.0529590327659061,0.00223743426448911,0.218646231732948,0.188462384265099,0.330393045848115,0.198020709727702,0.330393045848115,0.14774166100011,0.0430008236430097,0.158283882686837,0.431825654220959,0.431825654220959,0.116173378072871,0.234572549586878,0.107132419108176,0.206222971832767,0.0899157461568936,0.155818163091835,0.0899157461568936,0.242177977767854,0.242177977767854,0.242177977767854,0.431937934297238,0.154046923585542,0.244571082036466,0.0546631408320134,0.076352826319618,0.107130996555961,0.0327807167085022,0.0327807167085022,0.0259263625011454,0.330395947025307,0.998333778554864,0.998333778554864,0.998333778554864,0.289776781083175,0.998333778554864,0.9990274682728,0.9990274682728,0.00565629150252567,0.0259231289079143,0.0908470945150757,0.0529590327659061,0.0529590327659061,0.0641280868949383,0.0908470945150757,0.140130328156882,0.0151128131056544,0.10713033182569,0.147761920079878,0.129218014556199,0.223699947515035,0.393911222352512,0.431860066332073,0.302120465100978,0.338694306063583,0.0646570149312878,0.431937934297238,0.0783352990114148,0.0545437520570479,0.214347077615475,0.0783352990114148,0.129218014556199,0.318185913453858,0.617407237984637,0.617407237984637,0.617407237984637,0.617407237984637,0.594916501697052,0.579806171791368,0.431825654220959,0.285656091976471,0.145869769351892,0.825357462069956,0.431825654220959,0.167837975932067,0.274996326309973,0.586888959782662,0.72737303193913,0.675493484773302,0.218755498236899,0.213156590730493,0.0546631408320134,0.896704424871258,0.604592682327032,0.825357462069956
"g.24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.583428687964781,0.649115959887166,0.998867240365534,0.998867240365534,0.0384719016187533,0.642781778025113,4.92782571762107e-06,0.545447007607585,0.0739909283586668,0.313647027232211,0.444357660184108,0.444357660184108,0.444357660184108,0.444357660184108,0.409537165781135,0.444357660184108,0.444357660184108,0.444357660184108,0.444357660184108,0.444357660184108,0.416585756545589,0.365086328204642,0.365086328204642,0.365086328204642,0.0123579659835741,0.365086328204642,0.365086328204642,0.365086328204642,0.365086328204642,0.416585756545589,0.416585756545589,0.416585756545589,0.416585756545589,0.416585756545589,0.411615661949876,0.365639522930194,0.444357660184108,0.444357660184108,0.444357660184108,0.400152846566702,0.998867240365534,0.0804601119981585,0.998867240365534,0.998867240365534,0.523869463974866,0.416585756545589,0.998867240365534,0.998867240365534,0.107133362537119,0.210422646228749,0.0697680722878845,0.0790070815499011,0.333275712691586,0.166719563783935,0.207319709299226,0.374954825419415,0.285594339490917,0.0972395068041717,0.264838794624875,0.0972395068041717,0.0697680722878845,0.276390370354017,0.351837545337672,0.242493557507246,0.242493557507246,0.305455090762996,0.0475912602846664,0.125150600168071,0.0278593762721626,0.308716338698963,0.285694195641391,0.308716338698963,0.375111758206606,0.375111758206606,0.375111758206606,0.375129307044746,0.0351253184756704,0.166662981458622,0.0196539717218208,0.051727483186578,0.19633502180896,0.166535631602542,0.270909933640315,0.54551810833007,0.375129307044746,0.99816715641035,0.99816715641035,0.99816715641035,0.21865864391011,0.99816715641035,0.998930226275951,0.998930226275951,0.011646439393641,0.0476303251503203,0.0715192985044772,0.0972194417511544,0.0972194417511544,0.0244096939141793,0.0715192985044772,0.121518643151065,4.92782571762107e-06,0.166662981458622,0.218658022056028,0.126305921529473,0.130567016058593,0.166777590901872,0.19633502180896,0.0756378196536408,0.0740842361120607,0.0476231103299977,0.687622147538576,0.193431659751418,0.13147780556524,0.100064615051628,0.193431659751418,0.0872017790159114,0.250003647034615,0.166714226097233,0.166714226097233,0.166714226097233,0.166714226097233,0.0648630714435268,0.117739092519286,0.318091426503763,0.111111701305642,0.239136107210031,0.0384501569677796,0.242493557507246,0.0488287664243838,0.435262528901838,0.318120236977759,0.40001865218401,0.107299583323861,0.186049400488198,0.0385943271123493,0.117739092519286,0.318120236977759,0.0217190172989286,0.0384501569677796
"g.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999618136024445,0.658721866075816,0.658721866075816,0.540821690835449,0.902539685091226,0.08338077342936,0.31837715141403,0.696840348221273,0.117608277945678,2.23453790539189e-05,2.23453790539189e-05,2.23453790539189e-05,2.23453790539189e-05,0.0158136777637666,2.23453790539189e-05,2.23453790539189e-05,2.23453790539189e-05,2.23453790539189e-05,2.23453790539189e-05,0.250003074123726,0.305600586383344,0.305600586383344,0.305600586383344,0.0279150802608945,0.305600586383344,0.305600586383344,0.305600586383344,0.305600586383344,0.250003074123726,0.250003074123726,0.250003074123726,0.250003074123726,0.250003074123726,0.197868220835497,0.0572402496303531,2.23453790539189e-05,2.23453790539189e-05,2.23453790539189e-05,0.0105967575813048,0.658721866075816,0.103301093903956,0.658721866075816,0.658721866075816,0.521281691859425,0.113618940425507,0.658721866075816,0.658721866075816,0.196300886654181,0.138748957472368,0.127895664787346,0.210524145455783,0.0908020698387123,0.423082157865756,0.451224637451684,0.882857595847882,0.513122469625782,0.0440649289350408,0.558951912805809,0.117657770807321,0.0624527840091769,0.309071205043045,0.166710830816874,0.221696736535959,0.221696736535959,0.166669574424128,0.732149478638986,0.318260123895133,0.318204990143629,0.266317158305171,0.250159530555816,0.266317158305171,0.0907609442898815,0.0907609442898815,0.0907609442898815,0.147702884369448,0.354072481361248,0.464251626879134,0.117608277945678,0.103301093903956,0.0425762424974777,0.0440649289350408,0.0440649289350408,0.31837715141403,0.0626683842674547,0.531004457102226,0.531004457102226,0.997250734615528,0.179842987437099,0.464845922255753,0.625413888364501,0.625413888364501,0.296882200494576,0.0425762424974777,0.0356962614648407,0.0385890447003863,0.0385890447003863,0.0853565421363162,0.0625132580802231,0.0131015079209331,0.08338077342936,0.158182583157268,0.062621807268506,0.0556205783033603,0.0218421396028651,0.250018788650304,0.196462961507804,0.423598921332375,0.0625200064518522,0.166668604037361,0.147702884369448,0.032212507396471,0.120232144647489,0.0249388987064232,0.032212507396471,0.0410778751096901,0.375067720703564,0.318172095307829,0.318172095307829,0.318172095307829,0.318172095307829,0.38723736562527,0.358308806837401,0.221696736535959,0.0908020698387123,0.206732684106965,0.422684863066322,0.0801534023692923,0.221674701498791,0.0133735956851969,0.658866150525566,0.700025728113881,0.464013765297923,0.127895664787346,0.278889157234487,0.117608277945678,0.488420580336778,0.510748864882216,0.711684528752196
"g.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.998211432156106,0.998211432156106,0.51665669624335,0.904266378137303,0.035125318475643,0.28251318694689,0.553344748603747,0.0545236052769011,0.0178861537602359,0.0178861537602359,0.0178861537602359,0.0178861537602359,0.0335702687253983,0.0178861537602359,0.0178861537602359,0.0178861537602359,0.0178861537602359,0.0178861537602359,0.282304985872956,0.269006061179014,0.269006061179014,0.269006061179014,0.122687016396792,0.269006061179014,0.269006061179014,0.269006061179014,0.269006061179014,0.282304985872956,0.282304985872956,0.282304985872956,0.282304985872956,0.282304985872956,0.133373007900213,0.0264524127345635,0.0178861537602359,0.0178861537602359,0.0178861537602359,0.0285275059921277,0.998211432156106,0.05609740977741,0.998211432156106,0.998211432156106,0.580150129134078,0.138748957472527,0.998211432156106,0.998211432156106,0.154046923585542,0.154131659482385,0.0820621646445798,0.154131659482385,0.107048512680093,0.392714453529649,0.422343517875192,0.876800913566121,0.426155016266296,0.0711864782284002,0.536161261487299,0.0711864782284002,0.136574794277612,0.272917265278272,0.122687016396792,0.255210885611965,0.255210885611965,0.107091448258856,0.718013641514903,0.282304985872956,0.330402277309029,0.270795932591999,0.323285042690084,0.270795932591999,0.107005286292184,0.107005286292184,0.107005286292184,0.0133299680162091,0.295138406313219,0.436167030389402,0.133373007900213,0.05609740977741,0.0761768861460651,0.0711864782284002,0.012964031436599,0.640768116179971,0.506261430980842,0.997106036437401,0.997106036437401,0.997106036437396,0.259819375081665,0.997106036437396,0.998310948296016,0.998310948296016,0.383263684468637,0.0761768861460651,0.0132491699123618,0.0889919557509295,0.0889919557509295,0.0372133560899318,0.111761602339391,0.065023619315871,0.122833521876312,0.19442179784743,0.0791175312539639,0.0889176294300899,0.141828332785557,0.210454315571018,0.154033583177675,0.392954826614769,0.0954195220463439,0.122796482050045,0.162922815497728,0.108719535533254,0.0733023098165256,0.0526073154710854,0.108719535533254,0.00559240805783822,0.342135649683167,0.234719836458871,0.234719836458871,0.234719836458871,0.234719836458871,0.398240327768824,0.369751824039902,0.255210885611965,0.0178861537602359,0.164987439393718,0.392339397495422,0.106242137974585,0.180628424774083,0.0131732741063272,0.820790197923833,0.842300795488872,0.718013641514903,0.0820621646445798,0.392742150570687,0.0545236052769011,0.64105025058654,0.656719262445556,0.696504681569413
"g.27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999469018921345,0.999306473693184,0.997572657926144,0.999244826910356,0.996910655542369,0.243758606688866,0.598592977025853,0.997734480731069,0.997734480731069,0.997734480731069,0.997734480731069,0.997637387048113,0.997734480731069,0.997734480731069,0.997734480731069,0.997734480731069,0.997734480731069,0.998300860548302,0.674966579587888,0.674966579587888,0.674966579587888,0.999292025228459,0.674966579587888,0.674966579587888,0.674966579587888,0.674966579587888,0.998300860548302,0.998300860548302,0.998300860548302,0.998300860548302,0.998300860548302,0.598592977025853,0.579798991472241,0.997734480731069,0.997734480731069,0.997734480731069,0.997669751609099,0.999469018921345,0.999261243716654,0.999469018921345,0.999469018921345,0.998786328963072,0.998300860548302,0.999469018921345,0.999469018921345,0.837467268060771,0.640768116179956,0.841248180704563,0.878130291352681,0.545942445105787,0.82496228678421,0.667419263304693,0.78667294888812,0.0262522539934278,0.715582010816892,0.529870788375055,0.715582010816892,0.573913957836665,0.63147626151422,0.573860034239805,0.689735213794895,0.689735213794895,0.641165547761368,0.997572657926144,0.504218015220797,0.28233667686604,0.290911874217181,0.318285963493047,0.290911874217181,0.242412525449419,0.242412525449419,0.242412525449419,0.707123219001329,0.634753651857793,0.582558148866447,0.294699637273245,0.29463818621127,0.269445011145523,0.465327851457597,0.732603183033288,0.254256652316208,0.149099477116944,0.999140854567353,0.999140854567353,0.999140854567352,0.682883147717617,0.999140854567352,0.648480427393911,0.648480427393911,0.682883147717617,0.756203024263032,0.1476183700784,0.125785171572544,0.125785171572544,0.398373611412368,0.0259764107903208,0.461706303944878,0.54551810833007,0.737454130829204,0.573962598409473,0.175681418806202,0.110614765557128,0.545447007607585,0.709861463581443,0.360211185430748,0.495039059528431,0.0259020455568823,0.267568188888974,0.340148124086848,0.543975650940029,0.726955306349398,0.340148124086848,0.751151333198215,0.242307141799028,0.513435863372698,0.513435863372698,0.513435863372698,0.513435863372698,0.997283058887982,0.998001012409766,0.689735213794895,0.0909548200684464,0.0821040049725898,0.475929708498974,0.689735213794895,0.998235279727358,0.552760296380061,0.380322511331413,0.181771590162438,0.105743197905562,0.573913957836665,0.475624791724774,0.177074818541806,0.356658481392765,0.703220226474955,0.997385939305081
"g.28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999306473693184,0.997572657926144,0.999244826910356,0.996910655542369,0.243758606688866,0.598592977025853,0.997734480731069,0.997734480731069,0.997734480731069,0.997734480731069,0.997637387048113,0.997734480731069,0.997734480731069,0.997734480731069,0.997734480731069,0.997734480731069,0.998300860548302,0.674966579587888,0.674966579587888,0.674966579587888,0.999292025228459,0.674966579587888,0.674966579587888,0.674966579587888,0.674966579587888,0.998300860548302,0.998300860548302,0.998300860548302,0.998300860548302,0.998300860548302,0.598592977025853,0.579798991472241,0.997734480731069,0.997734480731069,0.997734480731069,0.997669751609099,0.999469018921345,0.999261243716654,0.999469018921345,0.999469018921345,0.998786328963072,0.998300860548302,0.999469018921345,0.999469018921345,0.837467268060771,0.640768116179956,0.841248180704563,0.878130291352681,0.545942445105787,0.82496228678421,0.667419263304693,0.78667294888812,0.0262522539934278,0.715582010816892,0.529870788375055,0.715582010816892,0.573913957836665,0.63147626151422,0.573860034239805,0.689735213794895,0.689735213794895,0.641165547761368,0.997572657926144,0.504218015220797,0.28233667686604,0.290911874217181,0.318285963493047,0.290911874217181,0.242412525449419,0.242412525449419,0.242412525449419,0.707123219001329,0.634753651857793,0.582558148866447,0.294699637273245,0.29463818621127,0.269445011145523,0.465327851457597,0.732603183033288,0.254256652316208,0.149099477116944,0.999140854567353,0.999140854567353,0.999140854567352,0.682883147717617,0.999140854567352,0.648480427393911,0.648480427393911,0.682883147717617,0.756203024263032,0.1476183700784,0.125785171572544,0.125785171572544,0.398373611412368,0.0259764107903208,0.461706303944878,0.54551810833007,0.737454130829204,0.573962598409473,0.175681418806202,0.110614765557128,0.545447007607585,0.709861463581443,0.360211185430748,0.495039059528431,0.0259020455568823,0.267568188888974,0.340148124086848,0.543975650940029,0.726955306349398,0.340148124086848,0.751151333198215,0.242307141799028,0.513435863372698,0.513435863372698,0.513435863372698,0.513435863372698,0.997283058887982,0.998001012409766,0.689735213794895,0.0909548200684464,0.0821040049725898,0.475929708498974,0.689735213794895,0.998235279727358,0.552760296380061,0.380322511331413,0.181771590162438,0.105743197905562,0.573913957836665,0.475624791724774,0.177074818541806,0.356658481392765,0.703220226474955,0.997385939305081
"g.29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999640200501662,0.551367051341828,0.998692969652541,0.999396981453801,0.00952153698825784,0.230777550597532,0.230777550597532,0.230777550597532,0.230777550597532,0.200077807761685,0.230777550597532,0.230777550597532,0.230777550597532,0.230777550597532,0.230777550597532,0.158182583157268,0.198249230777917,0.198249230777917,0.198249230777917,0.399021825822949,0.198249230777917,0.198249230777917,0.198249230777917,0.198249230777917,0.158182583157268,0.158182583157268,0.158182583157268,0.158182583157268,0.158182583157268,0.00952153698825784,0.111169628302076,0.230777550597532,0.230777550597532,0.230777550597532,0.212502425066443,0.999306473693184,0.498336554180664,0.999306473693184,0.999306473693184,0.140750468807489,0.278889157234487,0.999306473693184,0.999306473693184,0.381873138272269,0.392742150570494,0.262121921939359,0.838819579325801,0.230777550597532,0.33427667068569,0.296425280460914,0.819759015358125,0.125515796027421,0.0433620081720626,0.189696475353267,0.0433620081720626,0.45921784510375,0.142317450374978,0.158722405506001,0.0955588474449507,0.0955588474449507,0.744927484857885,0.587981662511549,0.61745711975177,0.574810530720346,0.0131885506980945,0.0108843130501425,0.0131885506980945,0.234728260105311,0.234728260105311,0.234728260105311,0.808820824067262,0.597300694227637,0.411284992280769,0.189696475353267,0.0593700760001015,0.0793794841560959,0.362251038791063,0.489813895549933,0.165315027560741,0.278990075319809,0.998877850863482,0.998877850863482,0.99887785086348,0.262121921939359,0.99887785086348,0.540980278970238,0.540980278970238,0.127895610912253,0.0728879915042138,0.206829518846513,0.260346074372944,0.260346074372944,0.0150500087805362,0.206829518846513,0.392717775092459,0.0384719016187533,0.445275362944214,0.63928579445647,0.054538397839114,0.247449730700472,0.166662981457376,0.263507281015405,0.0217307858405167,0.252020785438905,0.198249230777917,0.617432004816014,0.0166241757485463,0.130515720403165,0.0203900713368542,0.0166241757485463,0.157625734913495,0.13472453822508,0.343901649391568,0.343901649391568,0.343901649391568,0.343901649391568,0.051156167616048,0.0996714149759587,0.0955588474449507,0.183710748015159,0.201344808588696,0.334189309049682,0.0955588474449507,0.552720180631785,0.242465154411174,0.60639488828839,0.538590677479203,0.175761096477027,0.368955757705063,0.334319382497958,0.189696475353267,0.0259478437316211,0.623792391496774,0.778235036351166
"g.30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166714226097233,0.997572657926144,0.726903467537015,0.0764658887911042,0.0179175588179688,0.0179175588179688,0.0179175588179688,0.0179175588179688,0.0280649917703943,0.0179175588179688,0.0179175588179688,0.0179175588179688,0.0179175588179688,0.0179175588179688,0.415438003658683,0.404623421216896,0.404623421216896,0.404623421216896,0.206393796261566,0.404623421216896,0.404623421216896,0.404623421216896,0.404623421216896,0.415438003658683,0.415438003658683,0.415438003658683,0.415438003658683,0.415438003658683,0.0764658887911042,0.0085093244164583,0.0179175588179688,0.0179175588179688,0.0179175588179688,0.0249246077096461,0.997572657926144,0.0682604055063348,0.997572657926144,0.997572657926144,0.658228431879698,0.123322781385144,0.997572657926144,0.997572657926144,0.106954951898019,0.154333519603012,0.163099227780852,0.234719836458816,0.0179175588179688,0.0383966530204111,0.0852186729439804,0.832605231791818,0.121891625800145,0.264693859706731,0.684739292805962,0.264693859706731,0.330216848879588,0.295252738861309,0.404775804697211,0.292441051047778,0.292441051047778,0.342102338518705,0.617135445782954,0.415438003658683,0.436204187685493,0.340196473019522,0.387765501724937,0.340196473019522,0.107524305489687,0.107524305489687,0.107524305489687,0.329402455657648,0.234719836458816,0.343901649391568,0.0550639686668827,0.184775426392032,0.202116932206672,0.159701068967525,0.159701068967525,0.513435863373441,0.329402455657648,0.996072478022184,0.996072478022184,0.996072478022179,0.00335985287755824,0.996072478022179,0.997707755458413,0.997707755458413,0.330216848879588,0.202116932206672,0.196305649247078,0.313324717564346,0.313324717564346,0.215905797856452,0.330493063044604,0.295252738861309,0.285594339490958,0.175761096477027,0.665079769992616,0.213629332535004,0.534503737190877,0.107299583323861,0.0435273071226709,0.340196473019522,0.00809765798458636,0.206459380445433,0.231541063713753,0.147827336553353,0.171445308029543,0.249988166305852,0.147827336553353,0.213629332535004,0.464294599306671,0.297422364625722,0.297422364625722,0.297422364625722,0.297422364625722,0.175591110001636,0.353452812262346,0.393398294133896,0.0179175588179688,0.175794622795962,0.176087612947643,0.292441051047778,0.166018484076834,0.0146447323734624,0.756514027464276,0.785733443053672,0.617135445782954,0.163099227780852,0.175761096477027,0.0764658887911042,0.512688648390586,0.534503737190877,0.588524762988521
"g.31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999244826910356,0.999343368767351,0.902036166106492,0.888730537773438,0.888730537773438,0.888730537773438,0.888730537773438,0.882687398682662,0.888730537773438,0.888730537773438,0.888730537773438,0.888730537773438,0.888730537773438,0.916692538660089,0.920731978454346,0.920731978454346,0.920731978454346,0.876613872702327,0.920731978454346,0.920731978454346,0.920731978454346,0.920731978454346,0.916692538660089,0.916692538660089,0.916692538660089,0.916692538660089,0.916692538660089,0.803894111870036,0.892569471335398,0.888730537773438,0.888730537773438,0.888730537773438,0.87910701879088,0.999244826910356,0.88498443251412,0.999244826910356,0.999244826910356,0.28572041709586,0.500005021182856,0.999244826910356,0.999244826910356,0.761895890406495,0.386032954944546,0.593079441463062,0.386032954944546,0.444357660184108,0.679456547114653,0.634106382644111,0.765650083460875,0.285594339490917,0.583238472456775,0.705867471513583,0.583238472456775,0.21865864391011,0.324331625658901,0.259263792690016,0.431688972692212,0.431688972692212,0.259123604748093,0.464294599306669,0.250108580816617,0.166655033767023,0.027546390770624,0.125043861313904,0.027546390770624,0.444282315607189,0.444282315607189,0.444282315607189,0.791837938893171,0.298126235030461,0.166662981458622,0.411615661949876,0.224077557504505,0.464321152866554,0.0277983747130368,0.0972395068041717,0.0907909357611501,0.375129307044746,0.998778104273569,0.998778104273569,0.998778104273567,0.186049400488198,0.998778104273567,0.5001755006858,0.5001755006858,0.011646439393641,0.19633502180896,0.0624864156232061,0.102640031759714,0.102640031759714,0.0440641848963138,0.0624864156232061,0.210469468128033,0.166777590901872,0.326862333522579,0.0625353160186416,0.147635414349824,0.130567016058593,0.222228632397247,0.345259876534658,0.00162605295677471,0.44431434748252,0.285813538450897,0.791837938893171,0.0340997089523911,0.0450849718747371,0.0666897217488979,0.0340997089523911,0.0872017790159114,0.333248083435174,0.166714226097233,0.166714226097233,0.166714226097233,0.166714226097233,0.0648630714435268,0.215585812413723,0.0909768548493364,0.333358019863481,0.420276431369328,0.230613729585446,0.242493557507246,0.727551439645533,0.673367427981369,0.431688972692212,0.40001865218401,0.0475912602846664,0.011646439393641,0.326862333522579,0.117739092519286,0.0151798559762775,0.347840792894764,0.615364129787739
