"genos","g","g.1","g.2","g.3","g.4","g.5","g.6","g.7","g.8","g.9","g.10","g.11","g.12","g.13","g.14","g.15","g.16","g.17","g.18","g.19","g.20","g.21","g.22","g.23","g.24","g.25","g.26","g.27","g.28","g.29","g.30","g.31","g.32","g.33","g.34","g.35","g.36","g.37","g.38","g.39","g.40","g.41","g.42","g.43","g.44","g.45","g.46","g.47","g.48","g.49","g.50","g.51","g.52","g.53","g.54","g.55","g.56","g.57","g.58","g.59","g.60","g.61","g.62","g.63","g.64","g.65","g.66","g.67","g.68","g.69","g.70","g.71","g.72","g.73","g.74","g.75","g.76","g.77","g.78","g.79","g.80","g.81","g.82","g.83","g.84","g.85","g.86","g.87","g.88","g.89","g.90","g.91","g.92","g.93","g.94","g.95"
"g.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.831317656286612,0.357489280079939,0.170686881632006,0.999262389075232,0.741168767286247,0.333436693266588,0.709805219243165,0.721548297971395,0.589651159192861,0.220047371070517,0.0923017092561558,0.0659841924428786,0.101218660020975,0.101218660020975,0.137006073704716,0.0231966963897644,0.2955737849544,0.135462444192042,0.787234137410633,0.787234137410633,0.787234137410633,0.444456921471516,0.444456921471516,0.998880057506709,0.623594699698295,0.599789905329843,0.623594699698295,0.999358642148956,0.763914628787342,0.623594699698295,0.816822557511734,0.231430667967372,0.484926190085798,0.469885836208477,0.484926190085798,0.139995778338142,0.139995778338142,0.635034342526777,0.54396357137211,0.314486044550676,0.348729491790184,0.407972089216382,0.319466129265615,0.265120767540753,0.515868673805681,0.0856491167702909,0.299824242538676,0.701677983519265,0.742808166215341,0.754883824089924,0.742808166215341,0.644394263314762,0.644394263314762,0.773699547267469,0.701677983519265,0.277185963690737,0.295770024473186,0.355580345224027,0.105942166152404,0.169875579537119,0.0426086119908152,0.336840745922628,0.336840745922628,0.204703280774162,0.462172717956516,0.635034342526777,0.0283218194515862,0.299824242538676,0.79360762858137,0.0233208578220545,0.187032151973585,0.104388469003023,0.80036719261582,0.0286877451467038,0.714877876126242,0.264229901328613,0.00896251182783723,0.0384261492303761,0.00522014660868999,0.188564113371021,0.659767339335702,0.0503246627296712,0.811210790068586,0.217256987916982,0.56892848374253,0.81864268752535
"g.10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999519971929452,0.399940362747102,0.615426314271763,0.997734480731068,0.509752436627641,0.0911956448323262,0.390136880986162,0.444959945900876,0.0564736140480001,0.285795199597542,0.400066658081955,0.347901186953851,0.347901186953851,0.374742597743273,0.431649417075521,0.423014242109596,0.374989466125848,0.791696567440733,0.791696567440733,0.791696567440733,0.666610567664509,0.666610567664509,0.999460071923655,0.286001503153096,0.167120134745277,0.286001503153096,0.444959945900876,0.0624556955654293,0.286001503153096,0.000120453257239361,0.25927044041443,0.625137110415183,0.619197099941348,0.625137110415183,0.999543391567322,0.999543391567322,0.553540698111949,0.649226137513849,0.629702504533592,0.622708606561158,0.705866114246568,0.454472173141494,0.999108519345779,0.523376903808249,0.0242641658224237,0.375315863461402,0.998030156081839,0.997860564310607,0.997840213298056,0.997860564310607,0.996334312820705,0.996334312820705,0.997734480731069,0.998030156081839,0.997734480731073,0.997734480731069,0.99773448073107,0.423139174487269,0.239026526296276,0.443957863791991,0.106915088612641,0.106915088612641,0.997734480731068,0.791369950985484,0.196411443419677,0.491397406649138,0.375315863461402,0.998030156081839,0.322037029017414,0.285715935412081,0.583384185642046,0.998824639074083,0.375071012026739,0.444959945900876,0.673916534541877,0.571458745147554,0.58336084661128,0.443957863791991,0.545499103337928,0.667128701602305,0.231290009015738,0.654329453239159,0.589558196093037,0.310366452362133,0.642974658196618
"g.11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.769141089025596,0.703950610167994,0.55610220795643,0.599368811422434,0.999128646435027,0.0809470580369386,0.572727378539809,0.147665873198865,0.267404864786236,0.153959110097486,0.163761909258278,0.163761909258278,0.679323170972093,0.475509594525717,0.163761909258278,0.423278142464862,0.679454917718536,0.679454917718536,0.679454917718536,0.615404798381868,0.615404798381868,0.999169282045612,0.175700336323138,0.198632279838055,0.175700336323138,0.145268079765296,0.278887636323475,0.175700336323138,0.423278142464862,0.542136587936377,0.615395485410781,0.606727395411852,0.615395485410781,0.264706933453276,0.264706933453276,0.450711821029854,0.465754383950657,0.358940612417353,0.300786082196458,0.358972149187256,0.230714349469771,0.603233664173283,0.10704050258535,0.0195635095444821,0.0384442736677399,0.572727378539809,0.423278142464862,0.434963713483749,0.423278142464862,0.51933466083147,0.51933466083147,0.475509594525717,0.359291103907184,0.611800127128157,0.621242675404758,0.6527677017803,0.0383425756983612,0.137996507728499,0.0739604863939506,0.0327530148290759,0.0327530148290759,0.51911486364478,0.392417442261409,0.107016079044487,0.399005744550308,0.0384442736677399,0.145268079765296,0.399005744550308,0.49398729595496,0.358982451897643,0.851204738270021,0.13188353545357,0.537165705051619,0.204159881496058,0.345245187896462,0.363434304394959,0.189776350046347,0.317591985146788,0.722089978278058,0.0384528378881975,0.850842777303566,0.34591666126181,0.497163279154675,0.851204738270021
"g.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.423068296114066,0.423068296114066,0.187460703219852,0.0453844532510295,0.268230055061707,0.50025067098167,0.0454331760127725,0.071427375277626,0.0399877049550696,0.217355771803276,0.217355771803276,0.249922475024714,0.727259686633375,0.282611818800842,0.850093586958641,0.749894290093021,0.749894290093021,0.749894290093021,0.699989136071594,0.699989136071594,0.84646003848885,0.249988166305852,0.12504963540468,0.249988166305852,0.50025067098167,0.625083644369669,0.249988166305852,0.399944517253111,0.428582141886586,0.700000154817762,0.71120349392554,0.700000154817762,0.121862387732388,0.121862387732388,0.571315766302871,0.500009705018944,0.428582141886586,0.386430666553208,0.437580827747932,0.32501982442754,0.428657534620363,0.071427375277626,0.121862387732388,0.24985073112861,0.50025067098167,0.55016159515316,0.563732211513749,0.55016159515316,0.625083644369669,0.625083644369669,0.454633630330606,0.666623260288063,0.463746004803292,0.454657779890049,0.500162900801058,0.0203900713370739,0.217408900423157,0.000253777631242791,0.142732087574432,0.142732087574432,0.769362393550583,0.375125658634794,0.142662940857646,0.343892503610764,0.0624705346674047,0.33292575676557,0.343892503610764,0.368511741262929,0.312506893865117,0.571581821781046,0.500095417049519,0.998818043978567,0.282612695850418,0.657063098741177,0.666560241966708,0.833324438263657,0.386295519489368,0.999251144329526,0.0766949443799018,0.999277308639845,0.75974169115971,0.793113095969381,0.999294751513392
"g.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.720878933894324,0.0382121363030936,0.23018659890444,0.0149458794481595,0.193436811233515,0.129126191646341,0.358846003714456,0.423068296114077,0.223475778845451,0.223475778845451,0.996091485236264,0.340176267520526,0.11239958809077,0.274205499565467,0.519099281817883,0.519099281817883,0.519099281817883,0.134503038887056,0.134503038887056,0.997507955385237,0.148707791340856,0.0386649453570199,0.148707791340856,0.327982140667257,0.395149403715272,0.148707791340856,0.274205499565467,0.725418181248288,0.0322321407660307,0.0482538999507324,0.0322321407660307,0.151573035901951,0.151573035901951,0.176087612947657,0.0892194976453955,0.145230578445657,0.129126191646341,0.207986165520858,0.160746190884831,0.998381771950763,0.175733065261282,0.660517971110571,0.243937148282673,0.327982140667257,0.395158383764235,0.389583905675515,0.395158383764235,0.395149403715272,0.395149403715272,0.560246921794324,0.462213868406424,0.14005098776989,0.12029390075052,0.0927547687881112,0.175796916530633,0.00529349409862906,0.0381787816471667,0.140836569604207,0.140836569604207,0.556142744334021,0.0382121363030936,0.997572657926146,0.119818915088271,0.395149403715272,0.193436811233515,0.119818915088271,0.0894389449292034,0.358844786180949,0.588524762988994,0.278716051686801,0.997727122275409,0.00529349409862906,0.0110210626564121,0.0384528378881962,0.0381787816471667,0.344396482834569,0.615426314270872,0.112180133033068,0.997637387048116,0.124475806674625,0.602132725152674,0.997572657926146
"g.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.095014604978673,0.340176267520526,0.0149458794481595,0.0592552914213796,0.020444868297648,0.572605445570766,0.653747446584435,0.334201154010686,0.334201154010686,0.996091485236264,0.12029390075052,0.247362590856633,0.153398979081972,0.519099281817883,0.519099281817883,0.519099281817883,0.0384734015167335,0.0384734015167335,0.997507955385237,0.0543455706859726,0.519099281817883,0.0543455706859726,0.193436811233515,0.243937148282673,0.0543455706859726,0.153398979081972,0.998381771950763,0.422726259042978,0.378908955037824,0.422726259042978,0.660517971110571,0.660517971110571,0.588524762988994,0.358604068823748,0.175733065261282,0.213159653451079,0.0382121363030936,0.134728363232167,0.725418181248288,0.175733065261282,0.830494445478715,0.243937148282673,0.596604315510604,0.637213539467239,0.631181686993407,0.637213539467239,0.546402255204717,0.546402255204717,0.560246921794324,0.596604315510604,0.225425881620747,0.23018659890444,0.193496401546344,0.293452671275961,0.403055637068237,0.0381787816471667,0.263393740698822,0.263393740698822,0.112180133033068,0.095014604978673,0.997572657926146,0.2783662257108,0.243937148282673,0.327982140667257,0.119818915088271,0.0894389449292034,0.358844786180949,0.176087612947657,0.0382121363030936,0.358651693934755,0.204077404074978,0.134506544686884,0.112316702459046,0.0892194976453955,0.213178966050019,0.615426314270872,0.0694727106943839,0.997637387048116,0.0670619610925491,0.403055637068237,0.997572657926146
"g.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999333670803256,0.172819157679617,0.34628739969434,0.00589594917659031,0.159672645403926,0.124999558945697,0.232746480524553,0.232746480524553,0.754768512078944,0.331436033010187,0.232746480524553,0.411709824897272,0.632436815451569,0.632436815451569,0.632436815451569,0.411703799868476,0.411703799868476,0.849467119774086,0.0545457403760477,0.142203359434647,0.0545457403760477,0.305200202321736,0.218901962667214,0.0545457403760477,0.117689256598832,0.369753417393623,0.558982941642585,0.552036827050749,0.558982941642585,0.237720029665321,0.237720029665321,0.474914472184749,0.346472081842413,0.369753417393623,0.331556926920387,0.2034355975651,0.117657770807321,0.55339352310774,0.107345665766242,0.00923080121346107,0.609327875031861,0.0193895639952447,0.0628651460013738,0.0758804013580158,0.0628651460013738,0.218901962667214,0.218901962667214,0.147675806396403,0.653271041130485,0.441205519670604,0.431943911091831,0.479358230186652,0.278837468533191,0.184776699256777,0.131973956472251,0.330377052714719,0.330377052714719,0.0382121363001453,0.869799281328292,0.0545457403760477,0.172835474741432,0.218901962667214,0.510049943203355,0.172835474741432,0.0711864782284002,0.0885482132191657,0.999265369485935,0.0808802742443907,0.653271041130485,0.320732067628928,0.285662830275767,0.305516904997589,0.0194922332340804,0.289666852673955,0.791369950985479,0.095014604978674,0.999247199737293,0.00960947821589403,0.46123424953134,0.999265369485935
"g.16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.398373611412368,0.479354718092304,0.0701840173308358,0.495035139707524,0.454633630330731,0.475610909051672,0.475610909051672,0.414118733484846,0.0411646905930367,0.213341224263139,0.0623699609453288,0.0259497933171815,0.0259497933171815,0.0259497933171815,0.0911956448323073,0.0911956448323073,0.0594517395533021,0.0262522539934278,0.0259497933171815,0.0262522539934278,0.997313894357539,0.149099477116944,0.0262522539934278,0.179836937279867,0.242358516298619,0.0623699609453288,0.0594517395533021,0.0623699609453288,0.0021923663243088,0.0021923663243088,0.105743197905562,0.0430964795002144,0.0259020455568823,0.0701840173308358,0.0641041223213994,0.00829418488505258,0.674966579587888,0.674966579587888,0.197978486114445,0.149099477116944,0.218673011870394,0.179836937279867,0.175842644806922,0.179836937279867,0.121074840662681,0.121074840662681,0.147810013504406,0.243758606688866,0.0390742053199128,0.0411646905930367,0.0259497933171815,0.475624791724774,0.258777131639039,0.0430964795002144,0.269445011145523,0.269445011145523,0.12029390075052,0.715582010816892,0.513435863372698,0.573962598409473,0.121074840662681,0.348964359843337,0.148004522905638,0.282513186946746,0.495039059528431,0.997572657926144,0.465327851457597,0.243758606688866,0.110528469692157,0.1476183700784,0.125785171572544,0.28233667686604,0.120359624079511,0.545942445105787,0.12029390075052,0.997637387048113,0.147784411661928,0.0596913144710575,0.997572657926144
"g.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.186938109334922,0.584339078799507,0.303141820382383,0.121862387732458,0.125048782131009,0.125048782131009,0.390570214296499,0.501096256331007,0.602414421795532,0.451410809924102,0.695077186885835,0.695077186885835,0.695077186885835,0.512236322646402,0.512236322646402,0.64342435675339,0.527314835212629,0.448634119560029,0.527314835212629,0.509977242821106,0.172840806535116,0.527314835212629,0.338469340487862,0.264624363843791,0.451410809924102,0.441364761668023,0.451410809924102,0.0267845701301595,0.0267845701301595,0.477182962092386,0.593489537153722,0.390227292255525,0.334902277474508,0.542776076131522,0.451224637451684,0.215906736858129,0.895053386228496,0.221544529256592,0.0853268534616798,0.0196464016462661,0.0853006737117974,0.0742447091378785,0.0853006737117974,0.314064053592553,0.314064053592553,0.00219236632430811,0.0196464016462661,0.347804430343669,0.334913690563596,0.237721460973413,0.151577065076111,0.179990395904038,0.0853928026654683,0.0853528268147319,0.0853528268147319,0.437060475948766,0.23772002966532,0.0852186729439821,0.0855076899758508,0.314064053592553,0.754991403329943,0.0855076899758508,0.187369307923374,0.101265287398521,0.477182962092386,0.0853544950777068,0.59354722556727,0.116983059929216,0.0624838419796133,0.0384459225941944,0.186868018191827,0.0558598608927779,0.146244190708726,0.0149458794481601,0.193080871024333,0.309596688361571,0.243144203770977,0.0852186729439821
"g.18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.370952887849194,0.0738789930452414,0.33292575676557,0.27507244074443,0.27507244074443,0.24231162581985,0.21867301187026,0.358857436151961,0.230713634459856,0.0741669442887932,0.0741669442887932,0.0741669442887932,0.0279294753579168,0.0279294753579168,0.178732109292612,0.180202206391247,0.206253696052645,0.180202206391247,0.0742664790830667,0.14784936251711,0.180202206391247,0.358973320177168,0.537270807080605,0.230713634459856,0.229942835107306,0.230713634459856,0.593547225567238,0.593547225567238,0.180202206391247,0.415086489902916,0.382600044805771,0.370952887849194,0.510049943203361,0.545684960009174,0.206244497079503,0.206244497079503,0.593547225567238,0.431842130214926,0.116152420287229,0.230713634459856,0.229942835107306,0.230713634459856,0.289768713090691,0.289768713090691,0.21867301187026,0.116152420287229,0.997349707443759,0.997313894357539,0.997537726146382,0.358525199811967,0.0941058147471425,0.074472268417124,0.702272962583654,0.702272962583654,0.0592552914213886,0.653271041130974,0.40495604674328,0.0114660965211811,0.289768713090691,0.242389325964816,0.479634705144024,0.56110652665685,0.69111454647263,0.997889461814566,0.182822162228911,0.996717009587296,0.0941058147471425,0.166624072464364,0.145268079765295,0.074472268417124,0.0529604656903126,0.444959945900857,0.358651693934771,0.420852467414122,0.367283162510847,0.425635990055803,0.40495604674328
"g.19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0261852948397543,0.113643994519116,0.110493779332312,0.110493779332312,0.764021759044705,0.228128385312023,0.67224376190698,0.15098159734163,0.174568129143575,0.174568129143575,0.174568129143575,0.339483965041192,0.339483965041192,0.144455082099587,0.191269383073569,0.0564361884492094,0.191269383073569,0.213602469050859,0.469370988584298,0.191269383073569,0.575627164629556,0.513161648242739,0.31824205531832,0.292241728060191,0.31824205531832,0.0853555476678463,0.0853555476678463,0.191269383073569,0.29245375264005,0.258769866143343,0.228134475929402,0.264729170309304,0.150948044978189,0.191374068336905,0.513161648242739,0.298110286896393,0.469370988584298,0.242216454251837,0.00926269269207972,0.00359352841616607,0.00926269269207972,0.147887546118627,0.147887546118627,0.0701840173308358,0.0564007857336023,0.114821376130541,0.0994248756476475,0.0564361884492094,0.606394888288371,0.036585298283494,0.242224489641407,0.513122366629647,0.513122366629647,0.238062239797026,0.147575197293565,0.512688648390598,0.292444089847957,0.292244993797452,0.213602469050859,0.115554106804676,0.102799653272802,0.116031373861919,0.292441051049037,0.147575197293565,0.0564007857336023,0.036585298283494,0.147610375258194,0.125763895023465,0.135249901575045,0.0102174909160353,0.318260398715829,0.020444868297648,0.253716904575617,0.144952324697366,0.036585298283494,0.269505362809224
"g.20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92860966916326,0.862536013113563,0.862536013113563,0.999059054312794,0.674966579587904,0.0685303195585003,0.642646249962523,0.0739159626595599,0.0739159626595599,0.0739159626595599,0.0475764878122089,0.0475764878122089,0.0221440942616666,0.23474027378373,0.107257854707471,0.23474027378373,0.603266135468437,0.553387552604924,0.23474027378373,0.0276062073807926,0.65968467418352,0.285781397718744,0.296450705750085,0.285781397718744,0.15966871800985,0.15966871800985,0.107082995837931,0.00772349737417507,0.14953948375718,0.188410697513665,0.107345665766574,0.64289388177962,0.14953948375718,0.830171754200428,0.790014669226016,0.107307257571867,0.382600044805771,0.444390613896501,0.43757929328524,0.444390613896501,0.479197561171204,0.479197561171204,0.368568056371527,0.382600044805771,0.110053164989031,0.116104494908736,0.0739159626595599,0.0524766443191531,0.014782128504736,0.00772349737417507,0.24021753386583,0.24021753386583,0.0385921445779529,0.0896349440000193,0.744918894652439,0.0452515854292381,0.553387552604924,0.537270807080454,0.218770984869095,0.0496056108217798,0.20653725184003,0.23474027378373,0.229744034349481,0.228601921454661,0.014782128504736,0.196311484432426,0.175710882416627,0.382720981491491,0.193428157353291,0.285795199597542,0.252167228408779,0.257264970343398,0.161587999439843,0.0683650236566131,0.23474027378373
"g.21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.869614603812596,0.869614603812596,0.998983763756657,0.454657779890049,0.0869831927533819,0.400043780912563,0.250118245974162,0.250118245974162,0.250118245974162,0.000144317585920872,0.000144317585920872,0.113096507613107,0.142662940857646,0.500162900801058,0.142662940857646,0.33292575676557,0.0624705346674047,0.142662940857646,0.250204246868429,0.714129509198618,0.700177366894404,0.688354141239082,0.700177366894404,0.382253041003802,0.382253041003802,0.142662940857646,0.333575894916687,0.285723202503745,0.318117033405286,0.249972352027297,0.700025728113883,0.071427375277626,0.714129509198618,0.735170697916179,0.250147891849025,0.50025067098167,0.399944517253111,0.392240276747819,0.399944517253111,0.24985073112861,0.24985073112861,0.31806736783171,0.333214364313135,0.310266048170772,0.31806736783171,0.374922351522812,0.192466014016607,0.0217519887249849,0.0834454256783739,0.106391049063346,0.106391049063346,0.076929089202839,0.0624963526998219,0.785733443053665,0.0624834081966637,0.250147891849025,0.50025067098167,0.249988003899571,0.131595109814689,0.11095902930848,0.0356331974027741,0.124999558945697,0.166503082645675,0.0217519887249849,0.0250267908969942,8.75842669740418e-05,0.333417998690625,0.0454863330788825,0.400066658081955,0.307579601891506,0.346585769755649,0.0915225906990281,0.0690236457477467,0.357160824423114
"g.22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999787526767719,0.999022856930037,0.998522487433307,0.291081276202532,0.998604676982149,0.184900942195696,0.184900942195696,0.184900942195696,0.347901186953838,0.347901186953838,0.035442475303156,0.534503737190867,0.456745058109633,0.534503737190867,0.998715275992036,0.997609334448287,0.534503737190867,0.347880188500362,0.689522033638739,0.674094647062429,0.679963494883045,0.674094647062429,0.328650466336173,0.328650466336173,0.0680470253305953,0.275134682928091,0.0685303195585003,0.110493779331567,0.320547543548727,0.837014868252781,0.0685303195585003,0.689522033638739,0.712287672601729,0.592305459349866,0.358857436152033,0.278968233047091,0.271422054828918,0.278968233047091,0.278660266038714,0.278660266038714,0.213341224263139,0.198510297480344,0.0755987412509661,0.0821040049725898,0.15869708338375,0.0683287631366247,0.00757290422617476,0.0383576535162974,0.167435395651132,0.167435395651132,0.00160046716564577,0.104861615954331,0.767100825746041,0.00851060109794626,0.592305459349866,0.679417064384258,0.188736660815904,0.089051274861264,0.154594616638795,0.301264751254701,0.104861615954331,0.198510297480344,0.0784787727186382,0.0218290047173709,0.00360178823360532,0.278841602787708,0.110681265352945,0.347901186953838,0.223475778845449,0.287447624064983,0.0153870645914243,0.100574894719513,0.301264751254701
"g.23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999022856930037,0.998522487433307,0.291081276202532,0.998604676982149,0.184900942195696,0.184900942195696,0.184900942195696,0.347901186953838,0.347901186953838,0.035442475303156,0.534503737190867,0.456745058109633,0.534503737190867,0.998715275992036,0.997609334448287,0.534503737190867,0.347880188500362,0.689522033638739,0.674094647062429,0.679963494883045,0.674094647062429,0.328650466336173,0.328650466336173,0.0680470253305953,0.275134682928091,0.0685303195585003,0.110493779331567,0.320547543548727,0.837014868252781,0.0685303195585003,0.689522033638739,0.712287672601729,0.592305459349866,0.358857436152033,0.278968233047091,0.271422054828918,0.278968233047091,0.278660266038714,0.278660266038714,0.213341224263139,0.198510297480344,0.0755987412509661,0.0821040049725898,0.15869708338375,0.0683287631366247,0.00757290422617476,0.0383576535162974,0.167435395651132,0.167435395651132,0.00160046716564577,0.104861615954331,0.767100825746041,0.00851060109794626,0.592305459349866,0.679417064384258,0.188736660815904,0.089051274861264,0.154594616638795,0.301264751254701,0.104861615954331,0.198510297480344,0.0784787727186382,0.0218290047173709,0.00360178823360532,0.278841602787708,0.110681265352945,0.347901186953838,0.223475778845449,0.287447624064983,0.0153870645914243,0.100574894719513,0.301264751254701
"g.24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.995380880054585,0.759484162286129,0.994918986686498,0.404931844314426,0.404931844314426,0.404931844314426,0.374742597743273,0.374742597743273,0.422808356954274,0.180151087053472,0.206192707825928,0.180151087053472,0.994354450347714,0.993648779924247,0.180151087053472,0.230639318278693,0.0738448080943465,0.0383553353537934,0.0364054907938447,0.0383553353537934,0.998760646620785,0.998760646620785,0.590378943871539,0.561634046609079,0.537281876478747,0.528551837738548,0.510064591516061,0.374898231229923,0.40464159505168,0.997580372283582,0.265096074247813,0.0670490080289129,0.994354450347714,0.994918986686498,0.994986731047145,0.994918986686498,0.993648779924247,0.993648779924247,0.995380880054585,0.994354450347714,0.995442465836993,0.995380880054585,0.995765791194665,0.51906364185823,0.184733356010004,0.997177132041605,0.553398060429219,0.553398060429219,0.996091485236264,0.479011422325269,0.996370651557634,0.364184764369956,0.993648779924247,0.24231162581985,0.364184764369956,0.330206957981046,0.218687648946981,0.996370651557634,0.0193585213811894,0.994354450347714,0.184733356010004,0.0624851008358303,0.0384524304554261,0.122598431225559,0.193972989148158,0.166761447627832,0.19338118336493,0.13134461721625,0.0289716766285229,0.184733356010004,0.107312340346269
"g.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99934648482627,0.999498594181912,0.567263722082951,0.567263722082951,0.567263722082951,0.886272695900497,0.886272695900497,0.446981235496721,0.329365638238025,0.134268461207205,0.329365638238025,0.348964359843337,0.560583240013846,0.329365638238025,0.414093725420468,0.495035139707524,0.648480427393911,0.685585323571038,0.648480427393911,0.501096256331007,0.501096256331007,0.441279003498699,0.641165547761368,0.747440298021039,0.74268257206361,0.732603183033288,0.752023008375308,0.998381771950765,0.350824818864062,0.168392142452634,0.121074840662681,0.243758606688866,0.0623699609453288,0.0594517395533021,0.0623699609453288,0.149099477116944,0.149099477116944,0.0411646905930367,0.088607447667555,0.0592701665068529,0.0411646905930367,0.0259497933171815,0.737454130829204,0.555329689966666,0.162633825422368,0.513066949828744,0.513066949828744,0.475929708498974,0.998584050456917,0.105743197905562,0.306647091916611,0.414055572726766,0.088607447667555,0.306647091916611,0.147677575640153,0.289657919629112,0.513435863372698,0.147675806396256,0.243758606688866,0.555329689966666,0.22089435074236,0.24253704054578,0.620820628228823,0.535115201280478,0.545942445105787,0.475929708498974,0.475292523048859,0.997420793447678,0.764608135029535,0.513435863372698
"g.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999382859356497,0.75948523910397,0.75948523910397,0.75948523910397,0.807816730019073,0.807816730019073,0.723584651676884,0.278834116887253,0.15869708338375,0.278834116887253,0.198510297480344,0.459166496329251,0.278834116887253,0.567465071937454,0.175827578940788,0.567465071937454,0.582116282434407,0.567465071937454,0.28410172323679,0.28410172323679,0.587807326018547,0.519241789849993,0.450565666368838,0.409972170028583,0.424476285760408,0.350966357204181,0.0685303195585003,0.689522033638739,0.136802652583946,0.0985302075761585,0.638060728125491,0.347880188500362,0.358024475315811,0.347880188500362,0.592305459349866,0.592305459349866,0.407255283682048,0.275072440744427,0.0970804142341834,0.0821040049725898,0.0382848691900804,0.87448666581701,0.432895525315047,0.0383576535162974,0.534337537532598,0.534337537532598,0.112399588090798,0.320547543548727,0.0727312561193022,0.278835617415014,0.278660266038714,0.198510297480344,0.278835617415014,0.089051274861264,0.184779108286345,0.0727312561193022,0.0408886509828852,0.198510297480344,0.291146116928495,0.0218290047173709,0.00360178823360532,0.0383576535162974,0.18489366128651,0.347901186953838,0.247362590856596,0.287447624064983,0.0153870645914243,0.100574894719513,0.301264751254701
"g.27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64295012566065,0.64295012566065,0.64295012566065,0.875059806652069,0.875059806652069,0.467371238072432,0.262311148199547,0.0475988997104202,0.262311148199547,0.230713634460075,0.423078737576155,0.262311148199547,0.307614209239562,0.583486964277702,0.653859333783953,0.709344246513097,0.653859333783953,0.451410809924102,0.451410809924102,0.508131219917863,0.605410979384858,0.722216332630983,0.716977128896188,0.705881302075426,0.727264535106013,0.998471799719373,0.285781397718744,0.268228570603078,0.134607397532374,0.166984156223189,0.0769880125145708,0.0753076204616112,0.0769880125145708,0.0609302677385785,0.0609302677385785,0.0623699609453288,0.102596679492469,0.0603705244285613,0.0623699609453288,0.0475988997104202,0.711713228416435,0.67391715644253,0.210555239626882,0.464317889280182,0.464317889280182,0.422726259042959,0.998662810784612,0.139529733871618,0.237311263870011,0.278839007833769,0.102596679492469,0.364395139923858,0.196460044864975,0.374943047225073,0.464498338129304,0.0628651460023132,0.166984156223189,0.67391715644253,0.357369238158613,0.375219316346086,0.998217118299057,0.659096818207329,0.500277858627726,0.422726259042959,0.417680186296419,0.997564350227896,0.741545101844083,0.464498338129304
